Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,Water,156,0,0,242,36,0,778,0,145,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,Forest,0,0,7,413,146,150,850,0,352,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Grassland,54,132,49,355,333,129,0,0,268,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Non_Wetland,0,1,0,13,1,0,4,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Wetland,49,25,1,0,45,177,225,0,101,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Forest,0,109,35,474,247,224,675,0,343,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Shrubland,2,11,1,39,30,19,58,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Water,72,26,26,404,174,0,353,0,138,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Cropland,6,0,32,77,237,42,299,0,109,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Bareland,0,9,0,12,0,7,18,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Built-up,0,25,0,6,84,2,61,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Shrubland,0,0,0,0,0,4,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Grassland,0,0,0,0,0,179,0,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Bareland,0,0,0,0,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Wetland,0,0,0,0,0,154,0,0,0,74,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Water,0,0,0,0,0,0,0,0,0,246,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Forest,0,0,0,0,0,141,0,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Cropland,0,0,0,0,0,23,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Wetland,131,35,0,0,38,28,60,0,88,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Grassland,343,336,127,118,100,72,0,0,389,0,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Forest,0,216,51,252,142,110,252,0,338,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Cropland,137,0,68,11,10,7,126,0,175,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Bareland,22,50,28,3,0,4,38,0,58,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Built-up,16,47,0,5,1,2,35,0,40,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Water,239,144,53,322,104,0,167,0,294,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Shrubland,18,5,6,0,1,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Shrubland,11,65,16,12,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Grassland,145,751,122,96,0,204,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Forest,0,371,83,96,0,304,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Bareland,8,81,22,1,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Wetland,120,141,4,0,0,172,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Built-up,0,24,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Water,91,207,8,108,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,Cropland,12,0,29,1,4,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Wetland,441,35,0,0,53,201,150,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Forest,0,88,0,19,39,69,71,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Shrubland,67,43,0,8,26,25,30,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Bareland,11,11,0,2,0,6,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Built-up,31,26,0,0,3,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Water,353,17,0,52,17,0,33,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Cropland,72,0,0,1,109,14,47,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,Grassland,340,183,0,71,180,183,0,0,0,0,0,23
