Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,Built-up,0,146,4,6,0,4,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,Water,0,541,26,103,107,92,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,Cropland,0,0,5,173,276,6,39,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,Permanent_ice_and_snow,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Forest,175,196,155,0,0,7,140,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Shrubland,90,82,83,268,0,0,88,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Cropland,252,0,255,402,0,3,149,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Wetland,68,11,35,227,0,0,80,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Bareland,59,70,0,134,0,3,75,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Water,64,29,214,737,0,47,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Built-up,54,185,155,270,0,0,33,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,Grassland,0,86,114,215,0,3,90,0,0,0,0,1
