Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKE_M_R
12680,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12681,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12682,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12683,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
12684,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
12685,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
12686,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12687,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
12688,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
12689,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12690,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
12691,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12692,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12693,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
12694,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
12695,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12696,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12697,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12698,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12699,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
12700,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
12701,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12702,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12703,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
12704,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
12705,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12706,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
12707,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
12708,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
12709,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12710,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
12711,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12712,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
12713,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
12714,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12715,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
12716,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12717,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
12718,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
12719,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12720,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12721,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12722,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
12723,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
12724,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
12725,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
12726,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
12727,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
12728,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
12729,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
12730,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
12731,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
12732,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
12733,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
12734,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
12735,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
12736,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12737,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12738,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
12739,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12740,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
12741,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Cropland
12742,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12743,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12744,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12745,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12746,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
12747,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
12748,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12749,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
12750,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12751,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12752,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12753,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12754,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12755,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
12756,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12757,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
12758,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12759,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
12760,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12761,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12762,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12763,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12764,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
12765,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
12766,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12767,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
12768,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Bareland
12769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
12770,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
12771,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12772,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12773,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12774,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12775,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12776,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12777,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12778,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
12779,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12780,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12781,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12782,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12783,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12784,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12785,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12786,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12787,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12788,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12789,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12790,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12791,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12792,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12793,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12794,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12795,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12796,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12797,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12798,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12799,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
12800,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12801,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12802,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12803,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
12804,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12805,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12806,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12807,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
12808,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12809,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
12810,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12811,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
12812,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
12813,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
12814,Forest,NULL,Water,NULL,Water,NULL,Shrubland,NULL
12815,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
12816,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
12817,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
12818,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
12819,Forest,NULL,Water,NULL,Water,NULL,Water,Cropland
12820,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
12821,Forest,NULL,Water,NULL,Water,Shrubland,NULL,NULL
12822,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
12823,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Water
12824,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
12825,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
12826,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
12827,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
12828,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
12829,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
12830,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
12831,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
12832,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
12833,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
12834,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
12835,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
12836,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
12837,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
12838,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
12839,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
12840,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
12841,Forest,NULL,Water,NULL,Water,Grassland,NULL,NULL
12842,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
12843,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
12844,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
12845,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
12846,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
12847,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Water
12848,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
12849,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
12850,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12851,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
12852,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
12853,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12854,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
12855,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
12856,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Water
12857,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
12858,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12859,Forest,NULL,Water,NULL,Water,Bareland,NULL,NULL
12860,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
12861,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
12862,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
12863,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
12864,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
12865,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
12866,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
12867,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12868,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
12869,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
12870,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
12871,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
12872,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
12873,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
12874,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
12875,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
12876,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
12877,Forest,NULL,Water,NULL,Water,Bareland,Forest,Water
12878,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
12879,Forest,NULL,Water,NULL,Water,Water,Shrubland,NULL
12880,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
12881,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
12882,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
12883,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
12884,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
12885,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
12886,Forest,NULL,Water,NULL,Water,Forest,Bareland,NULL
12887,Forest,NULL,Water,NULL,Water,Forest,Water,Grassland
12888,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
12889,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
12890,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12891,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
12892,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
12893,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12894,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
12895,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
12896,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
12897,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12898,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
12899,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12900,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
12901,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
12902,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
12903,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
12904,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
12905,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
12906,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
12907,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
12908,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
12909,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
12910,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
12911,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
12912,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
12913,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
12914,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12915,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
12916,Forest,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
12917,Forest,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
12918,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
12919,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
12920,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
12921,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
12922,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Water
12923,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
12924,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
12925,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
12926,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Cropland
12927,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
12928,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Water
12929,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
12930,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
12931,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
12932,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Forest
12933,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
12934,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
12935,Forest,NULL,Water,Water,Water,NULL,NULL,Water
12936,Forest,NULL,Water,Water,Water,NULL,Grassland,Grassland
12937,Forest,NULL,Water,Water,Water,NULL,Water,Forest
12938,Forest,NULL,Water,Water,Water,Shrubland,NULL,Grassland
12939,Forest,NULL,Water,Water,Water,Shrubland,NULL,Forest
12940,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
12941,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
12942,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
12943,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
12944,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
12945,Forest,NULL,Water,Water,Water,Shrubland,Grassland,NULL
12946,Forest,NULL,Water,Water,Water,Shrubland,Water,Cropland
12947,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
12948,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
12949,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
12950,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12951,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
12952,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
12953,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Water
12954,Forest,NULL,Water,Water,Water,Wetland,Water,Water
12955,Forest,NULL,Water,Water,Water,Bareland,NULL,Forest
12956,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Water
12957,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Forest
12958,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
12959,Forest,NULL,Water,Water,Water,Bareland,Water,Water
12960,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
12961,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
12962,Forest,NULL,Water,Water,Water,Water,NULL,Water
12963,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
12964,Forest,NULL,Water,Water,Water,Water,Water,Water
12965,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
12966,Forest,NULL,Water,Water,Water,Forest,Water,Forest
12967,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
12968,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12969,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12970,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12971,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12972,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12973,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12974,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12975,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12976,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
12978,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12979,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
12980,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12981,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12982,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12983,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12984,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12985,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12986,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12987,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12988,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12989,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12990,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12991,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12992,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12993,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12994,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12995,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12996,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12997,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12998,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12999,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
13000,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
13001,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13002,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13003,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13004,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13005,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13006,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13007,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13008,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13009,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13010,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13011,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13012,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13013,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13014,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13015,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
13016,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13017,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13018,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
13019,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
13020,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13021,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13022,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13023,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13024,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13025,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13026,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
13027,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
13028,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
13029,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13030,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13031,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13032,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
