Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Grassland,0,142,163,9,27,48,4,0,278,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Bareland,12,124,52,0,0,48,15,0,178,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Forest,172,144,0,75,62,50,84,0,444,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Wetland,1,2,32,0,12,1,8,0,71,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Cropland,77,0,169,0,9,67,4,0,279,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Built-up,21,61,35,3,6,0,0,0,89,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Water,13,13,139,115,58,5,0,0,201,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Shrubland,23,23,32,0,13,19,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Grassland,0,278,125,0,0,89,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Bareland,0,149,26,0,0,107,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Shrubland,0,122,96,4,2,79,51,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Wetland,0,8,22,0,0,4,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Forest,0,172,0,13,0,94,182,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Built-up,0,12,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Water,0,2,19,2,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,Cropland,0,0,24,0,0,57,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Forest,84,76,0,2,23,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Shrubland,74,83,177,4,76,0,30,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Wetland,22,5,103,0,10,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Water,26,1,206,6,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Cropland,68,0,49,0,103,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Bareland,6,29,18,0,0,0,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Built-up,1,19,63,0,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,Grassland,0,109,110,1,82,0,2,0,0,0,0,4
