Dataset,MajorityClass,Forest,Wetland,Built-up,Water,Grassland,Bareland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Built-up,34,73,0,46,35,86,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Water,53,700,28,0,135,76,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Forest,0,767,79,415,404,229,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Non_Water,1,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Shrubland,3,8,2,4,4,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Wetland,21,0,8,556,201,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Cropland,9,23,0,12,40,11,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Lichens_and_Mosses,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKB_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Grassland,0,28,0,15,0,0,0,558,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Wetland,0,0,0,86,0,0,0,974,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Forest,0,178,0,66,0,0,0,1293,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Shrubland,0,0,0,0,0,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Water,0,402,0,0,0,0,0,947,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Cropland,0,0,0,0,0,0,0,53,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Bareland,0,8,0,2,0,0,0,82,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Built-up,0,3,0,8,0,0,0,137,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Non_Wetland,0,12,0,4,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Forest,0,754,159,274,436,348,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Grassland,6,309,28,108,0,127,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Wetland,20,0,7,480,129,111,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Non_Water,0,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Water,22,796,20,0,94,253,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Shrubland,0,11,1,6,6,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Cropland,5,34,6,4,22,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Bareland,1,33,14,43,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Built-up,3,70,0,22,52,113,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKB_M_R,Permanent_ice_and_snow,0,1,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Grassland,0,0,0,88,0,0,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Water,0,0,0,0,0,0,0,0,546,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Wetland,0,0,0,488,0,0,0,0,356,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Bareland,0,0,0,15,0,0,0,0,22,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Built-up,0,0,0,21,0,0,0,0,16,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Forest,0,0,0,212,0,0,0,0,135,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKB_M_R,Cropland,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Grassland,131,28,85,15,0,119,189,0,0,32,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Forest,0,178,192,66,232,273,338,0,0,94,45,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Wetland,158,0,64,86,124,267,157,0,0,26,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Bareland,24,8,42,2,3,0,74,0,0,2,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Built-up,35,3,0,8,33,20,111,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Water,262,402,156,0,168,394,259,0,0,9,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Cropland,13,0,5,0,8,10,18,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Grassland,167,110,127,41,0,2,0,0,0,93,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Bareland,13,3,57,18,0,0,0,0,0,13,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Forest,0,187,278,208,0,4,0,0,0,90,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Wetland,286,0,70,227,0,11,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Built-up,15,1,0,7,0,4,0,0,0,3,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Water,310,443,114,0,0,128,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Shrubland,1,1,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Cropland,2,0,6,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKB_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Forest,0,3,0,30,91,41,0,0,0,89,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Wetland,665,0,0,312,290,24,0,0,0,169,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Water,602,85,0,0,233,95,0,0,0,62,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Shrubland,1,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Bareland,23,0,0,7,3,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Built-up,67,0,0,18,1,28,0,0,0,16,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Grassland,193,3,0,27,0,8,0,0,0,57,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKB_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
