Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Built-up,0,0,0,0,0,9,0,0,48,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Non_Wetland,0,1,0,0,3,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Forest,43,519,14,0,647,101,502,53,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Grassland,25,124,15,65,157,19,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Non_Water,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Water,0,476,20,62,442,0,229,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Shrubland,1,15,0,2,8,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Bareland,0,0,0,1,4,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Wetland,0,92,0,3,0,67,151,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Cropland,0,219,66,77,88,6,260,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Built-up,0,118,0,12,16,1,81,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Water,0,0,0,0,0,0,0,0,0,445,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Grassland,0,0,0,0,0,104,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Wetland,0,0,0,0,0,187,0,0,0,129,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Bareland,0,0,0,0,0,59,0,0,0,53,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Shrubland,0,0,0,0,0,2,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Cropland,0,0,0,0,0,67,0,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Built-up,0,0,0,0,0,6,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,Forest,0,0,0,0,0,308,0,0,0,148,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Grassland,314,33,128,327,67,39,0,261,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Bareland,179,0,160,53,12,40,1,57,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Forest,549,121,218,0,187,125,151,371,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Wetland,38,22,9,143,0,23,6,33,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Water,346,153,101,424,313,0,14,84,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Built-up,95,7,0,36,0,9,13,40,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Cropland,0,23,116,174,12,33,56,159,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,Permanent_ice_and_snow,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Grassland,448,1,119,114,50,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Forest,454,1,225,0,113,325,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Wetland,129,0,6,61,0,92,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Bareland,45,0,53,14,27,62,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Water,250,14,31,93,140,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Built-up,46,0,0,5,4,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Cropland,0,0,111,61,1,16,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,Shrubland,3,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Forest,110,13,0,0,5,48,99,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Wetland,21,1,0,447,0,126,90,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Bareland,46,0,0,79,2,33,9,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Water,70,20,0,559,50,0,80,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Cropland,0,7,0,135,3,27,85,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Built-up,84,1,0,70,0,6,24,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Grassland,106,8,0,205,6,41,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,Shrubland,0,0,0,15,0,0,0,0,0,0,0,0
