Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25LBK_M_R
10256,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10257,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10258,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10259,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10260,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
10261,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
10262,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
10263,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10264,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10265,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
10266,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10267,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
10268,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
10269,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
10270,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
10271,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
10272,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
10273,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
10274,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
10275,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
10276,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10277,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
10278,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
10279,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
10280,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
10281,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
10282,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
10283,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10284,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Grassland
10285,Forest,NULL,Wetland,Non_Water,NULL,Grassland,NULL,Grassland
10286,Forest,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
10287,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10288,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10289,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10290,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10291,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10292,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10293,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
10294,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
10295,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10296,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
10297,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10298,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
10299,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10300,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
10301,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10302,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10303,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10304,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10305,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10306,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
10307,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10308,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10309,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10310,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10311,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10312,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10313,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
10314,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
10315,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
10316,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
10317,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
10318,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
10319,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10320,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
10321,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
10322,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10323,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10324,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
10325,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
10326,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
10327,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10328,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10329,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10330,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
10331,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
10332,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10333,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
10334,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10335,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
10336,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
10337,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10338,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
10339,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
10340,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
10341,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10342,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10343,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
10344,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
10345,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
10346,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10347,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
10348,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10349,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
10350,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
10351,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10352,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10353,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
10354,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
10355,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10356,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10357,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10358,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10359,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10360,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10361,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10362,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10363,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10364,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10365,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10366,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10367,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10368,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10369,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10370,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10371,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10372,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10373,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10374,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10375,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10376,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10377,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10378,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10379,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10380,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10381,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10382,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
10383,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10384,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
10385,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
10386,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10387,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10388,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10389,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10390,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10391,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10392,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10393,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10394,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10395,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
10396,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10397,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
10398,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
10399,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
10400,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
10401,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10402,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
10403,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
10404,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
10405,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
10406,Forest,NULL,Water,Water,Water,NULL,NULL,Water
10407,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
10408,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
10409,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
10410,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
10411,Forest,NULL,Water,Water,Water,NULL,Water,Water
10412,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
10413,Forest,NULL,Water,Water,Water,Bareland,NULL,Grassland
10414,Forest,NULL,Water,Water,Water,Water,NULL,Water
10415,Forest,NULL,Water,Water,Water,Water,Wetland,Water
10416,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10417,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10418,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10419,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10420,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10421,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10422,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10423,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10424,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10425,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10426,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10427,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10428,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10429,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10430,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10431,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10432,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10433,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10434,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10435,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
10436,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10437,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10438,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
10439,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10440,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10441,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10442,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
10443,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
10444,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
10445,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
10446,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10447,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10448,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10449,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10450,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10451,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10452,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10453,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10454,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10455,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10456,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10457,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10458,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10459,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10460,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10461,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10462,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10463,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10464,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10465,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
10466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10467,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10468,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10469,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
10470,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
10471,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10472,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10473,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10474,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10475,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
10476,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
10477,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
10478,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Wetland
10479,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10480,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10481,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10482,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10483,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10484,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10485,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10486,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10487,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10488,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10489,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10490,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10491,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10492,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10493,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10494,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10495,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10496,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10497,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
10498,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
10499,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10500,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10501,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10502,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10503,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
10504,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10505,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10506,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
10507,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10508,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10509,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10510,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10511,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
10512,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10513,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10514,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10515,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10516,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10517,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10518,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10519,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10520,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10521,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10522,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
10523,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10524,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10525,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10526,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
10527,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10528,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10529,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10530,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Wetland
10531,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
10532,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10533,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10534,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10535,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10536,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10537,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10538,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10539,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10540,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
10541,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
10542,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10543,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10544,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10545,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10546,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10547,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10548,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10549,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
10550,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10551,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
10552,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
10553,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
10554,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
10555,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
10556,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10557,Forest,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
10558,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10559,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10560,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10561,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10562,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10563,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10564,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10565,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10566,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10567,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10568,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10569,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
10570,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10571,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10572,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10573,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10574,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10575,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10576,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10577,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10578,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
10579,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
10580,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10581,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10582,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10583,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10584,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10585,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10586,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
10587,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10588,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10589,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10590,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10591,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10592,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
10593,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
10594,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
