Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Shrubland,54,6,16,33,7,68,5,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Built-up,161,11,44,14,0,254,7,99,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Water,50,32,4,112,1,132,0,45,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Bareland,38,0,52,9,9,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Cropland,394,33,0,63,102,484,9,176,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Grassland,0,0,0,27,0,0,20,0,272,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Wetland,0,0,0,0,0,0,2,0,74,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Forest,0,0,0,202,0,0,93,0,656,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Water,0,0,0,134,0,0,0,0,124,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Shrubland,0,0,0,0,0,0,0,0,74,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Bareland,0,0,0,1,0,0,7,0,18,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Built-up,0,0,0,6,0,0,7,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,Cropland,0,0,0,7,0,0,16,0,162,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Grassland,0,0,0,0,0,0,23,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Shrubland,0,0,0,0,0,0,3,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Wetland,0,0,0,0,0,0,23,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Water,0,0,0,0,0,0,0,0,0,76,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Bareland,0,0,0,0,0,0,4,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Cropland,0,0,0,0,0,0,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,Forest,0,0,0,0,0,0,57,0,0,34,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Grassland,0,202,257,27,132,20,20,361,0,0,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Wetland,9,16,1,0,1,7,2,23,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Bareland,120,53,162,1,132,0,7,142,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Forest,400,0,422,202,223,68,93,603,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Built-up,130,50,136,6,0,7,7,138,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Cropland,259,203,0,7,198,12,16,392,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Water,54,67,45,134,19,18,0,161,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Shrubland,17,12,10,0,9,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Grassland,0,184,674,0,208,11,60,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Forest,0,0,524,8,345,1,225,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Shrubland,0,48,96,0,58,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Wetland,0,46,73,0,16,0,52,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Bareland,0,30,206,0,128,0,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Built-up,0,7,91,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Water,0,33,60,3,9,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,Cropland,0,81,0,0,100,15,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Forest,89,0,165,0,0,45,21,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Shrubland,38,115,54,1,0,22,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Cropland,145,171,0,0,0,189,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Built-up,28,142,85,0,0,90,4,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Bareland,6,44,39,1,0,0,5,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Wetland,11,158,0,0,0,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Water,11,188,12,1,0,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,Grassland,0,286,183,5,0,141,40,0,0,0,0,6
