Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Forest,758,155,608,0,544,46,281,1119,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Water,210,2,305,279,520,2,0,779,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Shrubland,89,20,77,12,57,8,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Bareland,46,25,0,2,14,2,16,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Cropland,422,0,416,30,147,82,31,193,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,Built-up,104,15,139,4,26,0,18,38,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Shrubland,0,0,0,0,0,0,70,0,0,21,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Grassland,0,0,0,0,0,0,136,0,0,41,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Wetland,0,0,0,0,0,0,449,0,0,330,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Water,0,0,0,0,0,0,0,0,0,622,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Bareland,0,0,0,0,0,0,67,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Cropland,0,0,0,0,0,0,19,0,0,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Forest,0,0,0,0,0,0,424,0,0,311,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,Built-up,0,0,0,0,0,0,10,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Grassland,0,364,16,282,98,75,48,578,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Wetland,0,19,12,183,0,5,57,195,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Bareland,5,163,0,19,83,47,24,181,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Forest,231,514,84,0,532,123,219,850,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Cropland,97,0,10,184,6,83,14,396,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Built-up,1,121,2,19,1,0,11,131,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Water,26,226,73,401,580,12,0,551,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,Shrubland,14,28,3,43,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Grassland,0,587,9,234,91,99,101,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Shrubland,0,126,0,69,117,43,60,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Forest,0,513,3,0,415,200,508,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Wetland,0,103,6,176,0,22,259,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Bareland,0,119,0,39,10,106,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Built-up,0,45,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Water,0,186,35,146,366,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,Cropland,0,0,14,95,0,109,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Forest,110,131,51,0,34,0,110,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Shrubland,91,55,16,218,32,0,71,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Wetland,159,48,46,781,0,0,295,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Cropland,95,0,141,184,3,0,26,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Bareland,6,26,0,30,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Water,52,14,78,671,101,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Built-up,2,66,23,81,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,Grassland,0,147,97,307,22,0,79,0,0,0,0
