Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Bareland,Built-up,Water,Non_Wetland,Shrubland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,Cropland,0,0,0,0,0,0,10,23,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,Built-up,0,0,0,3,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,Bareland,0,0,0,0,0,0,20,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Shrubland,62,0,36,32,31,15,26,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Non_Wetland,0,0,1,5,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Grassland,0,0,104,24,42,14,24,0,287,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Cropland,362,0,176,14,130,41,2,0,579,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Bareland,55,0,11,0,0,29,5,0,164,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Built-up,68,0,1,0,81,0,8,0,168,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Forest,254,0,0,136,51,26,175,0,683,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Wetland,6,0,6,0,0,0,40,0,51,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Water,31,0,91,43,3,4,0,0,263,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Grassland,0,142,32,17,118,9,5,0,268,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Non_Wetland,1,0,1,4,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Forest,237,201,0,221,230,27,56,0,671,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Bareland,48,75,0,0,0,25,3,0,39,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Non_Water,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Shrubland,66,33,14,32,64,15,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Built-up,109,36,3,0,109,0,12,0,146,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Water,8,8,99,172,40,1,0,0,329,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Cropland,290,0,27,11,280,19,4,0,343,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Wetland,3,0,3,0,5,0,0,0,50,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Grassland,0,0,0,0,0,0,16,0,0,7,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Shrubland,0,0,0,0,0,0,36,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Forest,0,0,0,0,0,0,126,0,0,69,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Wetland,0,0,0,0,0,0,13,0,0,15,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Bareland,0,0,0,0,0,0,1,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Water,0,0,0,0,0,0,0,0,0,156,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Grassland,0,155,196,13,10,47,4,0,265,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Forest,211,180,0,79,46,50,83,0,434,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Cropland,188,0,262,0,12,122,10,0,384,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Bareland,24,124,85,0,0,80,20,0,195,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Wetland,0,0,19,0,2,0,2,0,22,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Built-up,35,88,50,3,6,0,4,0,135,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Water,11,9,154,132,45,4,0,0,164,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Shrubland,26,28,34,0,11,25,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Grassland,0,415,150,0,0,134,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Forest,0,364,0,2,2,145,185,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Shrubland,0,152,90,0,0,118,54,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Wetland,0,8,19,0,0,4,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Bareland,0,197,26,0,0,165,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Built-up,0,22,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Water,0,8,29,0,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,Cropland,0,0,108,0,4,154,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Forest,124,108,0,5,68,0,44,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Shrubland,88,97,166,3,83,0,30,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Water,28,1,176,10,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Cropland,125,0,124,0,190,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Wetland,14,0,45,0,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Bareland,5,31,10,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Built-up,1,53,77,0,62,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,Grassland,0,120,128,2,92,0,5,0,0,0,0
