Dataset,MajorityClass,Forest,Bareland,Built-up,Wetland,Water,Grassland,Non_Wetland,Cropland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRC_M_R,Cropland,35,11,36,3,1,11,0,0,0,72,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRC_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Grassland,160,19,253,21,146,0,0,249,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Forest,0,24,345,239,420,0,0,179,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Bareland,67,0,149,7,84,0,0,65,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Built-up,15,10,0,0,6,0,0,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Wetland,80,17,105,0,140,0,0,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Water,76,68,58,272,0,0,0,18,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Cropland,2,0,4,0,4,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,Permanent_ice_and_snow,0,0,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Forest,0,97,0,4,53,50,0,91,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Wetland,369,49,0,0,153,46,0,34,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Bareland,75,0,0,1,26,11,0,17,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Built-up,120,26,0,0,21,16,0,30,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Cropland,25,18,0,0,4,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Water,409,136,0,43,0,27,0,8,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,Grassland,268,106,0,25,77,0,0,111,0,0,0,9
