Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Wetland,Water,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Forest,483,98,457,0,218,72,34,0,0,680,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Water,332,280,696,365,636,0,9,0,0,624,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Cropland,0,3,131,86,3,1,0,0,0,175,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,Permanent_ice_and_snow,4,0,5,1,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Grassland,341,5,193,96,117,58,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Wetland,209,3,256,231,0,275,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Built-up,143,42,0,79,64,107,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Bareland,119,0,209,81,161,192,0,0,0,0,0,10
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Forest,329,17,533,0,339,452,0,0,0,0,0,5
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Water,97,45,616,124,608,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Cropland,0,5,119,34,24,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,Permanent_ice_and_snow,0,0,1,0,3,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Wetland,67,50,0,793,0,334,73,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Forest,77,58,0,0,17,115,58,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Bareland,18,0,0,117,43,142,5,0,0,0,0,41
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Built-up,206,208,0,530,27,328,130,0,0,0,0,31
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Cropland,0,31,0,118,6,20,41,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Water,16,164,0,631,96,0,26,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,Grassland,77,52,0,181,29,39,0,0,0,0,0,0
