Dataset,MajorityClass,Forest,Cropland,Built-up,Wetland,Bareland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Wetland,0,0,0,0,0,135,0,0,2089,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Forest,0,0,0,310,0,166,0,0,2116,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Water,0,0,0,472,0,0,0,0,1832,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Shrubland,0,0,0,0,0,0,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Bareland,0,0,0,33,0,16,0,0,217,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Cropland,0,0,0,16,0,3,0,0,172,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Built-up,0,0,0,1,0,2,0,0,38,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Grassland,0,0,0,0,0,830,0,0,0,215,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Water,0,0,0,0,0,0,0,0,0,762,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Forest,0,0,0,0,0,861,0,0,0,360,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Wetland,0,0,0,0,0,1191,0,0,0,368,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Bareland,0,0,0,0,0,283,0,0,0,61,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Shrubland,0,0,0,0,0,16,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Cropland,0,0,0,0,0,92,0,0,0,20,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Built-up,0,0,0,0,0,31,0,0,0,11,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Grassland,427,447,249,139,410,108,0,486,0,0,46,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Forest,0,430,341,310,565,166,550,509,0,0,28,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Cropland,97,0,106,16,35,3,84,136,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Wetland,313,193,136,0,475,135,319,262,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Bareland,45,92,232,33,0,16,72,183,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Built-up,24,56,0,1,2,2,30,59,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Water,463,269,351,472,831,0,596,532,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,Permanent_ice_and_snow,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Grassland,233,666,86,985,2,291,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Forest,0,283,134,946,4,635,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Bareland,33,181,70,84,0,92,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Built-up,1,47,0,9,2,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Water,208,255,26,1390,34,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Shrubland,0,2,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Wetland,153,76,1,0,1,140,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,Cropland,14,0,10,28,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Forest,0,128,0,86,40,177,149,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Cropland,67,0,0,2,93,13,48,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Bareland,119,54,0,12,0,68,43,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Wetland,719,214,0,0,75,351,420,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Water,998,234,0,410,299,0,274,0,0,0,0,26
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Shrubland,7,2,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Built-up,95,52,0,4,36,7,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,Grassland,561,262,0,199,191,271,0,0,0,0,0,16
