Dataset,MajorityClass,Grassland,Wetland,Forest,Bareland,Water,Built-up,Cropland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Non_Wetland,8,7,4,0,4,0,0,0,3,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Grassland,0,161,79,0,84,0,0,0,56,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Wetland,1139,0,238,0,678,0,0,0,127,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Water,708,328,72,0,0,0,0,0,14,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Forest,836,345,0,0,198,0,0,0,256,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Non_Water,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Cropland,336,113,49,0,68,0,0,0,32,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Lichens_and_Mosses,2,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Bareland,201,22,4,0,50,0,0,0,1,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,Built-up,24,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Grassland,0,323,50,0,267,0,0,0,125,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Non_Wetland,7,4,4,0,5,0,0,0,6,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Wetland,710,0,157,0,936,0,0,0,196,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Forest,596,500,0,0,409,0,0,0,361,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Water,263,367,34,0,0,0,0,0,20,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Shrubland,35,24,9,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Cropland,162,149,26,0,201,0,0,0,60,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Bareland,37,76,4,0,160,0,0,0,2,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,Built-up,10,6,0,0,5,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Grassland,0,0,0,0,150,0,0,0,0,124,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Water,0,0,0,0,0,0,0,0,0,583,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Wetland,0,0,0,0,527,0,0,0,0,489,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Shrubland,0,0,0,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Cropland,0,0,0,0,23,0,0,0,0,38,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Bareland,0,0,0,0,36,0,0,0,0,56,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,Forest,0,0,0,0,147,0,0,0,0,123,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Grassland,0,131,235,64,64,72,379,0,377,0,20
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Wetland,8,0,373,107,148,7,325,0,381,0,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Forest,54,234,0,70,119,24,377,0,374,0,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Water,4,312,245,73,0,2,257,0,188,0,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Shrubland,1,0,4,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Cropland,2,14,48,9,3,5,0,0,85,0,2
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Built-up,0,0,0,0,0,0,7,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,Bareland,0,24,25,0,4,27,86,0,42,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Grassland,0,165,204,19,42,47,363,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Wetland,0,0,309,22,219,16,422,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Shrubland,0,10,18,0,0,3,26,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Forest,0,289,0,3,117,28,179,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Water,0,409,105,95,0,4,160,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Built-up,0,1,2,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Cropland,0,22,40,9,22,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,Bareland,0,12,14,0,20,4,20,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Shrubland,20,1,59,1,0,0,25,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Wetland,318,0,771,185,265,0,251,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Forest,73,35,0,20,14,0,108,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Water,108,180,390,229,0,0,158,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Cropland,5,1,22,19,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Grassland,0,37,198,134,30,0,142,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,Built-up,0,0,1,0,0,0,1,0,0,0,0
