Dataset,MajorityClass,Forest,Wetland,Bareland,Grassland,Water,Built-up,Shrubland,Non_Wetland,Cropland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,Shrubland,0,0,0,0,0,0,0,19,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,Built-up,0,2,0,0,0,0,0,48,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,Cropland,0,0,0,0,0,0,0,8,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Non_Wetland,0,6,2,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Forest,0,456,182,222,189,46,0,0,24,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Grassland,0,56,25,0,17,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Wetland,29,0,38,72,322,1,0,0,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Water,33,545,62,77,0,3,0,0,2,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Shrubland,0,9,7,4,2,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Bareland,0,14,0,9,26,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Built-up,1,19,51,10,12,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Cropland,0,0,4,1,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Grassland,0,0,0,0,41,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Wetland,0,0,0,0,410,0,0,0,0,147,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Bareland,0,0,0,0,35,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Built-up,0,0,0,0,15,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Water,0,0,0,0,0,0,0,0,0,223,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Forest,0,0,0,0,207,0,0,0,0,66,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Grassland,25,9,28,0,0,20,52,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Forest,0,179,154,106,65,83,196,0,12,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Wetland,99,0,103,52,58,30,56,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Bareland,15,7,0,1,0,46,48,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Built-up,12,2,5,1,0,0,46,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Water,223,260,202,136,0,77,104,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Cropland,1,0,0,0,0,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Bareland,4,2,0,0,17,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Water,118,390,120,0,0,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Forest,0,202,8,0,222,116,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Wetland,137,0,21,0,161,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Grassland,16,4,3,0,10,33,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Cropland,1,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Wetland,555,0,37,41,190,0,0,0,1,0,0,30
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Water,563,65,110,26,0,0,0,0,2,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Forest,0,3,11,9,28,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Grassland,73,1,9,0,2,0,0,0,6,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Built-up,20,0,9,0,1,0,0,0,7,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,Bareland,11,1,0,0,3,0,0,0,0,0,0,6
