Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Bareland,55,61,0,0,10,7,2,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Non_Water,1,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Water,35,5,73,284,16,572,0,246,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Shrubland,83,37,72,19,14,52,13,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Built-up,108,32,144,8,0,8,4,104,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Cropland,313,0,263,42,30,9,2,257,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Wetland,0,0,0,0,0,0,73,0,555,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Grassland,0,0,0,0,0,55,14,0,296,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Forest,0,0,0,0,0,270,167,0,1134,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Water,0,0,0,0,0,340,0,0,467,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Shrubland,0,0,0,0,0,0,0,0,182,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Cropland,0,0,0,0,0,0,5,0,86,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Bareland,0,0,0,0,0,9,6,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,Built-up,0,0,0,0,0,17,4,0,13,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Forest,0,0,0,0,0,0,211,0,0,157,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Grassland,0,0,0,0,0,0,38,0,0,14,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Shrubland,0,0,0,0,0,0,20,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Wetland,0,0,0,0,0,0,236,0,0,208,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Built-up,0,0,0,0,0,0,3,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Water,0,0,0,0,0,0,0,0,0,332,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Cropland,0,0,0,0,0,0,6,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,Bareland,0,0,0,0,0,0,4,0,0,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Grassland,0,201,40,285,83,55,14,412,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Bareland,28,121,0,83,67,9,6,186,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Forest,432,280,105,0,109,270,167,676,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Built-up,51,108,9,57,0,17,4,139,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Cropland,192,0,5,249,68,0,5,382,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Wetland,13,4,45,208,1,0,73,138,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Water,53,26,98,335,16,340,0,309,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Shrubland,21,24,4,31,17,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Grassland,0,456,1,208,165,128,40,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Forest,0,399,1,0,291,398,428,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Shrubland,0,139,1,80,87,44,48,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Bareland,0,156,0,18,90,0,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Built-up,0,20,1,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Wetland,0,8,0,67,12,0,202,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Water,0,8,4,52,31,313,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Cropland,0,0,4,94,69,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Forest,166,164,79,0,0,39,105,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Shrubland,77,79,78,156,0,10,25,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Cropland,114,0,166,120,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Wetland,120,0,2,418,0,0,265,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Water,49,3,12,413,0,116,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Bareland,1,17,0,12,0,0,6,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Built-up,2,38,26,81,0,0,9,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,Grassland,0,150,115,211,0,14,27,0,0,0,0,1
