Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,Forest,0,0,0,0,0,117,99,0,539,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Non_Wetland,1,10,0,0,0,9,1,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Grassland,0,109,12,12,63,22,22,164,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Wetland,10,121,0,4,0,0,17,86,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Water,125,655,1,180,0,281,0,538,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Forest,403,545,22,0,90,256,123,732,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Non_Water,0,2,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Shrubland,78,118,13,8,18,34,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Bareland,61,0,1,0,23,1,2,29,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Built-up,76,71,0,1,4,0,0,62,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,Cropland,235,181,25,5,0,7,4,131,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Shrubland,0,0,0,0,0,0,83,0,0,35,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Grassland,0,0,0,0,0,0,61,0,0,16,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Wetland,0,0,0,0,0,0,78,0,0,61,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Bareland,0,0,0,0,0,0,41,0,0,33,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Water,0,0,0,0,0,0,0,0,0,433,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Cropland,0,0,0,0,0,0,13,0,0,7,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Forest,0,0,0,0,0,0,270,0,0,165,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Grassland,0,16,47,210,244,4,22,308,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Wetland,0,11,0,122,24,0,22,87,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Bareland,0,0,26,79,164,12,11,180,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Water,3,77,12,380,249,233,0,496,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Forest,97,46,50,0,403,117,99,514,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Built-up,7,1,0,34,111,0,1,80,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Cropland,10,1,13,148,0,0,0,208,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,Shrubland,8,5,9,36,49,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Grassland,0,0,63,115,204,0,36,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Shrubland,0,0,52,63,78,2,70,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Wetland,0,0,0,7,9,0,84,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Bareland,0,0,30,23,106,0,66,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Forest,0,0,134,0,223,39,406,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Built-up,0,0,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Water,0,6,4,50,7,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,Cropland,0,0,17,24,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Forest,82,54,0,0,70,14,70,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Shrubland,70,41,0,203,57,19,64,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Wetland,23,0,0,87,2,0,45,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Cropland,50,85,0,56,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Water,28,60,0,401,7,73,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Built-up,3,3,0,53,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Grassland,0,68,0,119,61,14,48,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,Bareland,0,0,0,39,13,2,10,0,0,0,2
