Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKT_M_R,Bareland,0,14,0,0,0,6,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKT_M_R,Cropland,0,6,0,0,0,1,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKT_M_R,Built-up,0,3,0,0,0,1,0,0,27,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Non_Wetland,0,5,3,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Built-up,8,8,144,0,47,4,55,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Forest,0,357,492,50,174,265,424,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Grassland,91,179,402,61,235,117,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Shrubland,0,5,12,2,8,3,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Bareland,1,3,0,3,89,9,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Wetland,8,0,140,0,17,208,84,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Lichens_and_Mosses,0,0,1,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Water,23,230,214,1,12,0,85,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Cropland,13,11,77,5,0,2,35,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKT_M_R,Permanent_ice_and_snow,0,0,2,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Grassland,0,0,0,0,0,145,0,0,0,38,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Wetland,0,0,0,0,0,93,0,0,0,81,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Bareland,0,0,0,0,0,27,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Water,0,0,0,0,0,0,0,0,0,105,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Forest,0,0,0,0,0,139,0,0,0,66,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKT_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Grassland,215,119,115,79,5,20,0,274,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Forest,0,219,205,92,1,58,450,244,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Cropland,59,6,13,26,0,1,115,75,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Wetland,53,0,30,1,0,2,17,21,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Bareland,42,14,0,51,0,6,129,74,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Built-up,39,3,12,0,0,1,108,62,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Water,149,243,165,19,0,0,141,99,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKT_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Grassland,223,65,9,172,440,148,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Forest,0,93,4,214,275,257,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Bareland,33,10,0,94,74,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Built-up,8,5,1,0,27,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Wetland,54,0,0,21,46,163,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Water,38,21,7,13,39,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Cropland,10,0,1,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKT_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Forest,0,51,108,0,124,57,104,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Cropland,10,3,42,0,0,5,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Bareland,24,7,0,0,4,14,6,0,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Built-up,72,0,17,0,35,1,11,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Wetland,199,0,6,0,10,117,42,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Water,212,72,9,0,0,0,23,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKT_M_R,Grassland,291,83,144,0,124,100,0,0,0,0,0,24
