Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,Built-up,7,13,2,0,0,14,0,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,Forest,11,48,33,4,15,0,13,0,0,68,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,Grassland,0,19,10,0,2,33,2,0,0,35,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWG_M_R,Permanent_ice_and_snow,0,2,0,0,0,2,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Water,0,75,62,20,34,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Grassland,0,40,10,0,9,12,9,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Wetland,0,71,0,16,20,58,56,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Built-up,0,2,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Forest,0,48,33,1,24,0,29,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Cropland,0,0,6,0,21,11,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Bareland,0,12,1,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWG_M_R,Permanent_ice_and_snow,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Water,25,8,57,19,0,65,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Cropland,24,0,17,21,0,25,17,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Wetland,49,29,0,32,0,65,46,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Forest,20,11,15,2,0,0,16,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Built-up,3,3,0,1,0,6,6,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWG_M_R,Grassland,0,1,0,0,0,4,0,0,0,0,0
