Dataset,MajorityClass,Wetland,Grassland,Forest,Bareland,Water,Built-up,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Wetland,0,102,11,26,144,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Bareland,0,1,0,0,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,Built-up,2,23,0,19,26,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Wetland,0,0,0,0,12,0,64,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Forest,183,0,0,0,72,0,470,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Grassland,23,0,0,0,10,0,73,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Water,292,0,0,0,0,0,184,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Cropland,0,0,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Bareland,8,0,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,Built-up,1,0,0,0,1,0,37,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Grassland,23,0,35,16,10,5,0,10,38,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Wetland,0,7,17,16,12,1,0,3,6,2,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Water,292,46,110,84,0,14,0,9,40,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Forest,183,64,0,119,72,25,0,17,73,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Bareland,8,1,1,0,0,6,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Built-up,1,1,2,2,1,0,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Grassland,0,0,0,0,44,0,0,0,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Wetland,0,0,0,0,230,0,0,0,0,0,90,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Built-up,0,0,0,0,13,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Forest,0,0,0,0,182,0,0,0,0,0,81,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Water,0,0,0,0,0,0,0,0,0,0,162,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,Bareland,0,0,0,0,4,0,0,0,0,0,3,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,Forest,62,0,0,0,167,58,0,0,2,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,Water,124,0,128,26,0,32,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,Wetland,0,0,112,13,97,46,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,Grassland,2,0,24,1,15,30,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,Bareland,0,0,1,0,2,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Wetland,0,72,310,8,48,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Water,37,60,455,43,0,0,0,0,34,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Forest,1,4,0,0,7,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Grassland,4,0,39,3,4,0,0,0,1,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Bareland,0,0,1,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0,2
