Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R,Cropland,0,0,0,4,0,3,0,0,584,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R,Built-up,0,0,0,1,0,4,0,0,94,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Grassland,0,29,130,374,41,20,97,107,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Non_Wetland,6,0,4,18,0,0,2,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Wetland,31,0,233,0,0,136,19,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Forest,494,64,0,1068,76,111,313,289,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Non_Water,1,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Water,100,1,229,877,38,0,212,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Shrubland,35,3,17,45,1,1,11,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Cropland,434,0,167,320,105,11,277,99,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Built-up,95,18,15,55,0,0,127,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Bareland,10,1,0,10,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Wetland,0,0,0,0,0,269,0,0,0,334,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Shrubland,0,0,0,0,0,5,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Grassland,0,0,0,0,0,87,0,0,0,79,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Forest,0,0,0,0,0,228,0,0,0,239,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Cropland,0,0,0,0,0,46,0,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Water,0,0,0,0,0,0,0,0,0,496,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Bareland,0,0,0,0,0,4,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,Built-up,0,0,0,0,0,11,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Grassland,0,560,340,19,162,26,29,449,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Wetland,40,196,398,0,39,71,55,235,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Water,40,502,485,280,93,0,126,237,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Forest,313,901,0,218,190,103,94,676,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Bareland,1,91,3,0,89,2,0,18,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Built-up,8,184,37,1,0,4,1,81,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Shrubland,3,5,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Cropland,76,0,177,4,160,3,6,276,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,Permanent_ice_and_snow,0,3,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Grassland,0,664,191,113,154,39,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Wetland,0,188,114,0,18,211,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Forest,0,775,0,369,320,348,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Water,0,298,82,353,77,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Bareland,0,48,7,4,35,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Shrubland,0,46,12,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Built-up,0,59,7,4,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Cropland,0,0,105,9,136,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Wetland,315,27,614,0,0,333,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Water,151,43,460,144,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Forest,209,193,0,64,0,109,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Shrubland,9,11,49,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Cropland,133,0,216,6,0,54,30,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Bareland,7,10,32,0,0,8,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Built-up,53,128,112,0,0,28,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,Grassland,0,124,221,12,0,43,21,0,0,0,0,2
