Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,Wetland,0,54,0,125,0,84,216,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,Water,0,106,20,77,258,110,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,Cropland,0,0,3,78,0,76,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,Permanent_ice_and_snow,0,0,0,1,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Forest,166,259,111,0,68,0,139,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Shrubland,68,116,60,207,11,0,57,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Cropland,72,0,92,79,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Built-up,17,185,55,165,2,0,31,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Wetland,59,19,7,446,0,0,261,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Bareland,8,54,0,38,1,0,19,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Water,24,28,49,497,110,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,Grassland,0,235,136,296,15,0,85,0,0,0,0,10
