Dataset,MajorityClass,Forest,Grassland,Wetland,Bareland,Water,Shrubland,Cropland,Non_Wetland,Non_Water,Built-up
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Forest,0,0,117,0,60,0,0,357,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Water,0,0,237,0,0,0,0,155,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Shrubland,0,0,0,0,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Built-up,0,0,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Cropland,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBS_M_R,Bareland,0,0,4,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,Wetland,0,0,0,0,257,0,0,0,109,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,Grassland,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,Water,0,0,0,0,0,0,0,0,124,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,Forest,0,0,0,0,116,0,0,0,66,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBS_M_R,Bareland,0,0,0,0,3,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Grassland,15,0,0,0,0,18,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Forest,0,62,117,19,60,100,7,0,0,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Wetland,51,0,0,1,13,44,1,0,0,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Bareland,2,1,4,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Water,105,7,237,19,0,63,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Shrubland,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Built-up,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBS_M_R,Cropland,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,Wetland,26,0,0,14,157,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,Water,27,0,117,11,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,Grassland,7,0,0,0,4,0,0,0,0,6
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,Forest,0,0,68,0,139,0,0,0,0,7
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBS_M_R,Bareland,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Wetland,229,1,0,26,78,0,8,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Water,256,1,44,22,0,0,6,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Forest,0,0,0,0,4,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Grassland,27,0,1,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Shrubland,4,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBS_M_R,Bareland,1,0,0,0,0,0,0,0,0,0
