Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQM_M_R
2045,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2046,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2047,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2048,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2049,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2050,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2051,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2052,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2053,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2054,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2055,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2056,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2057,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2058,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2059,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2060,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2061,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2062,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2063,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2064,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2065,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2066,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2067,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2068,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2069,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2070,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2071,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2072,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2073,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2074,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2075,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2076,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2077,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2078,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2079,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2080,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2081,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2082,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2083,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2084,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2085,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2086,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2087,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2088,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2089,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2090,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2091,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2092,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2093,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2094,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2095,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2096,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2097,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2098,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2099,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2100,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2111,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2112,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2113,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2114,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2115,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2116,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2117,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2118,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2119,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2120,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2121,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2122,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2123,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2124,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2125,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2126,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2127,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2128,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2129,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2130,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2131,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2132,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2133,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2134,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2135,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2136,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2137,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2138,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2139,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2140,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2141,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
2142,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2143,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2144,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2145,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2146,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2147,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2148,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2149,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2150,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2151,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2152,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2153,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2154,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2155,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2156,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2157,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2158,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2159,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2160,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2161,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2162,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2163,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2164,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2165,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2166,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2167,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2168,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2169,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2170,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2171,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2172,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2173,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
2174,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Water
2175,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2176,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2177,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2178,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2179,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2180,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
2181,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2182,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2183,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2184,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2185,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Water
2186,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
2187,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
2188,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2189,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2190,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
2191,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
2192,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2193,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2194,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2195,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2196,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2197,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2198,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2199,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2200,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2201,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2202,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2203,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2204,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2205,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2206,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2207,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2208,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2209,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2210,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2211,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2212,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2213,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2214,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2215,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2216,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2217,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2218,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
2219,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2220,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2221,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2222,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2223,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
2224,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2225,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2226,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2227,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2228,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2229,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2230,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2231,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2232,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2233,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2234,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2235,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2236,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2237,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2238,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2239,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2240,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2241,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2242,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2243,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
2244,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2245,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2246,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2247,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2248,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2249,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2250,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2251,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2252,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2253,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2254,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2255,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2256,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2257,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2258,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2259,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2260,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2261,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2262,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2264,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2265,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2266,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2267,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2269,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2270,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2271,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2272,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2273,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2274,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2275,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2276,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2277,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2278,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2279,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2280,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2281,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2282,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2283,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2284,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2285,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2286,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2287,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2288,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2289,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2290,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2291,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2292,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2293,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2294,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2295,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2296,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2297,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2298,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2299,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2300,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2301,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2302,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2303,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2304,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2305,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2306,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2307,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2308,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2309,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2310,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2311,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2312,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2313,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2314,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2315,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2316,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2317,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2318,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2319,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2320,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2321,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2322,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2323,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2324,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2325,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2326,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2327,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2328,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2329,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2330,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2331,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2332,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2333,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2334,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2335,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2336,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2337,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2338,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2339,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2340,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2341,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2342,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
2343,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2344,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2345,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2346,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
2347,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2348,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2349,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
2350,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
2351,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2352,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2353,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2354,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2355,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2356,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2357,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2358,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
