Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Grassland,0,0,0,0,0,0,40,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Water,0,0,0,0,0,0,0,0,0,302,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Cropland,0,0,0,0,0,0,30,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Forest,0,0,0,0,0,0,133,0,0,97,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,Built-up,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Grassland,0,252,445,4,142,13,12,467,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Wetland,14,222,101,0,12,27,29,217,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Forest,264,0,798,71,232,44,46,721,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Bareland,0,3,87,0,79,0,1,30,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Built-up,4,17,154,0,0,1,0,71,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Water,24,359,310,161,24,70,0,260,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Shrubland,2,1,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,Cropland,41,143,0,1,137,2,2,280,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Grassland,0,172,576,3,103,0,41,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Wetland,0,85,187,0,17,0,122,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Forest,0,0,748,70,322,0,308,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Shrubland,0,12,50,0,7,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Water,0,44,249,85,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Bareland,0,10,46,1,43,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Built-up,0,4,46,0,0,3,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,Cropland,0,100,0,0,108,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Forest,135,0,160,2,0,54,54,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Cropland,95,194,0,0,0,40,35,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Wetland,104,359,17,0,0,0,186,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Water,58,334,6,43,0,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Shrubland,19,48,10,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Built-up,22,115,68,0,0,14,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Bareland,7,47,16,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,Grassland,0,222,106,4,0,45,40,0,0,0,0,0
