Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Non_Wetland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Grassland,0,41,17,31,19,40,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Wetland,0,29,14,15,37,14,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Bareland,0,61,0,48,58,41,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Built-up,0,4,2,0,2,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Forest,0,72,40,49,62,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Cropland,0,0,28,50,50,50,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,Permanent_ice_and_snow,0,2,0,6,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Cropland,0,0,0,0,19,0,26,0,0,37,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Wetland,0,0,0,0,0,0,0,0,0,84,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Grassland,0,0,0,0,0,0,2,0,0,10,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Bareland,0,0,0,0,13,0,27,0,0,15,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Built-up,0,0,0,0,2,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Water,0,0,0,0,0,0,62,0,0,23,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,Forest,0,0,0,0,19,0,33,0,0,17,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Cropland,19,0,35,0,28,35,28,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Wetland,6,14,24,0,19,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Bareland,6,23,0,0,27,24,14,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Water,11,61,85,0,0,81,37,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Built-up,9,8,12,0,12,11,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Forest,24,36,29,0,28,0,13,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,Grassland,0,9,13,0,10,12,8,0,0,0,5
