Dataset,MajorityClass,Forest,Grassland,Wetland,Cropland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Water,9,688,537,0,132,0,0,16,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Forest,0,908,748,0,355,3,153,349,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Non_Water,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Built-up,2,63,18,0,43,0,0,10,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Wetland,0,0,0,0,0,0,122,0,1275,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Shrubland,0,0,0,0,0,0,0,0,188,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Grassland,0,0,90,0,0,0,122,0,1159,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Forest,0,0,149,0,0,0,204,0,1541,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Bareland,0,0,6,0,0,0,12,0,266,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Water,0,0,243,0,0,0,0,0,535,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Cropland,0,0,8,0,0,0,19,0,697,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Built-up,0,0,0,0,0,0,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Non_Wetland,3,7,18,2,5,0,5,6,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Grassland,65,0,530,63,239,11,131,85,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Wetland,24,283,0,16,142,1,484,54,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Forest,0,747,693,81,354,11,246,376,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Water,31,217,580,4,199,0,0,22,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Shrubland,15,65,67,11,35,1,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Bareland,14,102,95,4,0,0,35,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Cropland,68,463,281,0,275,30,65,72,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Lichens_and_Mosses,0,2,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Built-up,0,79,20,3,48,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Grassland,0,0,0,0,0,0,165,0,0,78,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Water,0,0,0,0,0,0,0,0,0,371,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Wetland,0,0,0,0,0,0,392,0,0,306,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Shrubland,0,0,0,0,0,0,7,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Bareland,0,0,0,0,0,0,34,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Cropland,0,0,0,0,0,0,32,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,Forest,0,0,0,0,0,0,136,0,0,107,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Grassland,335,0,90,490,55,122,122,536,0,0,34,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Wetland,270,107,0,179,73,42,122,386,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Forest,0,225,149,470,79,53,204,622,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Bareland,81,26,6,207,0,53,12,188,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Water,246,49,243,188,30,9,0,256,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Shrubland,5,2,0,10,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Built-up,8,6,0,62,0,0,0,28,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Cropland,144,53,8,0,3,41,19,299,0,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,Permanent_ice_and_snow,1,0,0,3,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Wetland,229,0,0,530,1,13,187,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Shrubland,17,0,0,61,0,7,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Grassland,208,0,10,755,1,107,71,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Forest,0,0,41,416,0,117,150,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Bareland,24,0,5,148,0,18,22,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Built-up,0,0,0,7,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Water,111,0,106,263,4,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,Cropland,35,0,0,0,2,31,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Wetland,600,335,0,142,275,0,264,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Shrubland,67,28,0,23,52,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Forest,0,101,8,125,162,0,57,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Bareland,29,24,2,15,0,0,31,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Water,389,102,100,31,76,0,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Cropland,118,101,5,0,128,0,21,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Built-up,12,1,0,10,3,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,Grassland,272,0,31,167,217,0,91,0,0,0,0,2
