Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCA_M_R
6653,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6654,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6655,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6656,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6657,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6658,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
6659,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6660,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6661,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6662,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
6663,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6664,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6665,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6666,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6667,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6668,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6669,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6670,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
6671,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
6672,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
6673,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6674,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6675,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6676,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6677,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6678,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
6679,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6680,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
6681,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6682,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6683,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6684,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Water
6685,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
6686,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6687,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6688,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
6689,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6690,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6691,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
6692,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6693,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6694,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6695,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6696,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
6697,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6698,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6699,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6700,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6701,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
6702,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6703,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
6704,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6705,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
6706,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6707,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6708,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6709,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6710,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6711,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6712,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6713,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6714,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6715,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6716,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
6717,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6718,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
6719,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6720,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
6721,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
6722,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
6723,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
6724,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Water
6725,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6726,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
6727,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Water,Forest
6728,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6729,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6730,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6731,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6732,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6733,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6734,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6735,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6736,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6737,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6738,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6739,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6740,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6741,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6742,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
6743,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6744,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6745,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6746,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
6747,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6748,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest,Water,Water
6749,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest,Water,Forest
6750,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6751,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6752,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6753,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6754,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6755,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
6756,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6757,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6758,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6759,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6760,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6761,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6762,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6763,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6764,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6765,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
6766,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6767,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
6768,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
6769,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6770,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6771,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6772,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
6773,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6774,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
6775,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6776,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
6777,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6778,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6779,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6780,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6781,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6782,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6783,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
6784,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6785,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
6786,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6787,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6788,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6789,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Built-up
6790,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6791,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6792,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6793,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6794,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
6795,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
6796,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Forest
6797,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
6798,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6799,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
6800,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6801,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6802,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6803,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
6804,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6805,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
6806,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
6807,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
6808,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6809,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
6810,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6811,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
6812,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6813,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6814,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6815,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6816,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
6817,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6818,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6819,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6820,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6821,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6822,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6823,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6824,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6825,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6826,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
6827,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6828,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6829,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6830,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
6831,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
6832,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
6833,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6834,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6835,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
6836,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6837,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
6838,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6839,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
6840,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6841,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6842,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6843,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
6844,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6845,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6846,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6847,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6848,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6849,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6850,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6851,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
6852,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6853,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6854,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6855,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Water
6856,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6857,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6858,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6859,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6860,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6861,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6862,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6863,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6864,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6865,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6866,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6867,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6868,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6869,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6870,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6871,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6872,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
6873,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
6874,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6875,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6876,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6877,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6878,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
6879,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6880,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6881,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6882,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6883,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,NULL
6884,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6885,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
6886,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
6887,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6888,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
6889,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6890,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6891,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
6892,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6893,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6894,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6895,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6896,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6897,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6898,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
6899,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
6900,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
6901,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
6902,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
6903,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
6904,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
6905,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
6906,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
6907,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Water
6908,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6909,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6910,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6911,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6912,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6913,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
6914,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Cropland
6915,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
6916,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
6917,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
6918,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6919,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6920,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
6921,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6922,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6923,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6924,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Water
6925,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
6926,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
6927,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
6928,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
6929,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6930,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6931,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6932,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6933,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
6934,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6935,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6936,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6937,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6938,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6939,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
6940,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6941,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6942,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
6943,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6944,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
6945,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6946,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
6947,Wetland,Wetland,Water,NULL,Water,NULL,Water,Water
6948,Wetland,Wetland,Water,NULL,Water,NULL,Water,Forest
6949,Wetland,Wetland,Water,NULL,Water,NULL,Forest,Wetland
6950,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6951,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6952,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6953,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
6954,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
6955,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
6956,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6957,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
6958,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
6959,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
6960,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Forest
6961,Wetland,Wetland,Water,NULL,Water,Forest,Water,Wetland
6962,Wetland,Wetland,Water,NULL,Water,Forest,Water,Forest
6963,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
6964,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
6965,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
6966,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
6967,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Water
6968,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6969,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest,Forest
6970,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6971,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
6972,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6973,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6974,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6975,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
6976,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
6977,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6978,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6979,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
6980,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6981,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
6982,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
6983,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
6984,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Forest
6985,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Water
6986,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Forest
