Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCA_M_R
6987,Wetland,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
6988,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
6989,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
6990,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
6991,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
6992,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Forest
6993,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
6994,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
6995,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
6996,Wetland,Wetland,Water,Water,Water,NULL,Forest,Wetland
6997,Wetland,Wetland,Water,Water,Water,NULL,Forest,Forest
6998,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6999,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
7000,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
7001,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
7002,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
7003,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Wetland
7004,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
7005,Wetland,Wetland,Water,Water,Water,Water,NULL,Forest
7006,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
7007,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
7008,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
7009,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7010,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7011,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
7012,Wetland,Wetland,Water,Water,Water,Water,Forest,Water
7013,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
7014,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
7015,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
7016,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7017,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7018,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7019,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7020,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
7021,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7022,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7023,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7024,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7025,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
7026,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7027,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
7028,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7029,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7030,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7031,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7032,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7033,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7034,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7035,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7036,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7037,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7038,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7039,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7040,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7041,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
7042,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7043,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7044,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7045,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7046,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7047,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7048,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7049,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
7050,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
7051,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
7052,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7053,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7054,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7055,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7056,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7057,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7058,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7059,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7060,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7061,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7062,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7063,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7064,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7065,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7066,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
7067,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
7068,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7069,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7070,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
7071,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7072,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7073,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7074,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7075,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7076,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7077,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7078,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7079,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7080,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7081,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7082,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7083,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7084,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7085,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7086,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7087,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7088,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7089,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
7090,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7091,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7092,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7093,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7094,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
7095,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7096,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
7097,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
7098,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
7099,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7100,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
7101,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7102,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
7103,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
7104,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7105,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
7106,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
7107,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
7108,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Wetland
7109,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Water
7110,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7111,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7112,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7113,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7114,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
7115,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
7116,Wetland,Wetland,Forest,Water,Non_Wetland,Water,NULL,Water
7117,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
7118,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
7119,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
7120,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7121,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7122,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7123,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7124,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7125,Wetland,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7126,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7127,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7128,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7129,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7130,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7131,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7132,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7133,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7134,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7135,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7136,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7137,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7138,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7139,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7140,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7141,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7142,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7143,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7144,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7145,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7146,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7147,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
7148,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7149,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7150,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7151,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7152,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7153,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7154,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7155,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7156,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7157,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7158,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7159,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
7160,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
7161,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
7162,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7163,Wetland,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7164,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Water
7165,Wetland,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
7166,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
7167,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7168,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7169,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7170,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7171,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7172,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7173,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7174,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7175,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
7176,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7177,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7178,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7179,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7180,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7181,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7182,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7183,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7184,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7185,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7186,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
7187,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
7188,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7189,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7190,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7191,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7192,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7193,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7194,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7195,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7196,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7197,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7198,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7199,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7200,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7201,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7202,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7203,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
7204,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7205,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
7206,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7207,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7208,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7209,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7210,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
7211,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7212,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
7213,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
7214,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7215,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7216,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7217,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7218,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7219,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7220,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7221,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7222,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7223,Wetland,Water,Water,NULL,Water,NULL,Water,Water
7224,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7225,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Water
7226,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Forest
7227,Wetland,Water,Water,NULL,Water,Water,NULL,Water
7228,Wetland,Water,Water,NULL,Water,Water,Water,Water
7229,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
7230,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
7231,Wetland,Water,Water,Non_Water,Water,NULL,Water,Water
7232,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
7233,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7234,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7235,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
7236,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
7237,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
7238,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7239,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
7240,Wetland,Water,Water,Non_Water,Water,Water,Forest,Water
7241,Wetland,Water,Water,Non_Water,Water,Forest,Wetland,Forest
7242,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
7243,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
7244,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
7245,Wetland,Water,Water,Water,Water,NULL,Water,Water
7246,Wetland,Water,Water,Water,Water,NULL,Water,Forest
7247,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
7248,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7249,Wetland,Water,Water,Water,Water,Bareland,Water,Bareland
7250,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7251,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
7252,Wetland,Water,Water,Water,Water,Water,Wetland,Water
7253,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7254,Wetland,Water,Water,Water,Water,Water,Water,Water
7255,Wetland,Water,Water,Water,Water,Water,Water,Forest
7256,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7257,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7258,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7259,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7260,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7261,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7262,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7263,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7264,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7265,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
7266,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7267,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7268,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7269,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7270,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7271,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7272,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7273,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7274,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7275,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7276,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7277,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
7278,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7279,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7280,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7281,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7282,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7283,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7284,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7285,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7286,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7287,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
7288,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7289,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
7290,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7291,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7292,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7293,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
7294,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7295,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7296,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7297,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7298,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7299,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7300,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7301,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7302,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7303,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7304,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7305,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7306,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7307,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7308,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7309,Wetland,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
7310,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7311,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7312,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
7313,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
7314,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
7315,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
7316,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7317,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7318,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7319,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7320,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
7321,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7322,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7323,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7324,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7325,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
7326,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7327,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7328,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7329,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7330,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
7331,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
7332,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
7333,Wetland,Forest,Water,Non_Water,Water,Water,Wetland,Forest
7334,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
7335,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
