Dataset,MajorityClass,Grassland,Cropland,Forest,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,Forest,595,0,0,757,170,263,324,557,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,Water,167,0,222,450,60,0,131,197,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,Wetland,44,0,16,0,1,136,18,21,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Wetland,0,0,0,0,0,25,0,0,270,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Grassland,0,0,0,30,0,36,0,0,234,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Forest,0,0,0,242,0,207,0,0,1151,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Water,0,0,0,323,0,0,0,0,446,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Shrubland,0,0,0,0,0,0,0,0,126,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Bareland,0,0,0,11,0,39,0,0,65,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Built-up,0,0,0,13,0,47,0,0,123,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,Cropland,0,0,0,24,0,50,0,0,290,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Grassland,0,90,9,71,81,18,233,71,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Non_Wetland,3,0,0,7,1,0,4,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Wetland,134,4,5,0,7,121,109,41,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Forest,773,230,0,587,244,219,769,569,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Water,281,54,138,437,106,0,565,140,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Shrubland,70,17,4,40,17,3,74,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Bareland,69,96,0,4,75,3,0,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Built-up,183,92,19,46,0,4,279,62,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Cropland,473,0,40,64,241,27,576,122,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,Lichens_and_Mosses,1,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Wetland,0,0,0,0,0,150,0,0,0,93,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Bareland,0,0,0,0,0,28,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Shrubland,0,0,0,0,0,8,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Grassland,0,0,0,0,0,37,0,0,0,16,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Water,0,0,0,0,0,0,0,0,0,297,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Forest,0,0,0,0,0,235,0,0,0,127,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Cropland,0,0,0,0,0,36,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,Built-up,0,0,0,0,0,13,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Grassland,0,328,181,30,167,36,13,493,0,0,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Bareland,0,280,87,11,157,39,0,307,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Forest,31,562,0,242,290,207,90,916,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Wetland,0,10,54,0,1,25,9,135,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Cropland,17,0,212,24,222,50,10,521,0,0,42,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Built-up,0,233,91,13,0,47,3,285,0,0,18,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Water,2,220,271,323,86,0,74,465,0,0,5,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,Shrubland,0,13,7,0,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Grassland,0,533,162,0,209,86,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Forest,0,613,0,44,529,507,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Shrubland,0,94,55,1,71,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Wetland,0,113,119,0,31,167,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Bareland,0,300,70,3,184,96,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Built-up,0,111,21,0,0,21,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Water,0,280,125,61,81,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,Cropland,0,0,141,0,217,22,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Forest,74,145,0,2,0,73,136,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Cropland,205,0,238,1,0,47,245,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Wetland,32,5,414,0,0,129,18,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Shrubland,20,26,127,3,0,19,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Bareland,18,30,51,3,0,12,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Built-up,64,148,227,0,0,31,166,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Water,25,23,495,31,0,0,70,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,Grassland,0,75,167,2,0,52,97,0,0,0,0,0
