Dataset,MajorityClass,Forest,Cropland,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Shrubland,0,1,19,13,4,2,20,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Built-up,5,0,17,55,0,0,37,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Cropland,4,0,35,90,39,4,108,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Bareland,0,6,26,0,6,31,54,2,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Lichens_and_Mosses,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,Permanent_ice_and_snow,0,0,1,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Grassland,0,0,115,0,0,43,0,0,736,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Wetland,0,0,0,0,0,104,0,0,766,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Forest,0,0,327,0,0,127,0,0,1244,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Water,0,0,505,0,0,0,0,0,489,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Shrubland,0,0,0,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Bareland,0,0,85,0,0,13,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Cropland,0,0,1,0,0,1,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Built-up,0,0,0,0,0,0,0,0,34,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Grassland,275,276,115,81,104,43,0,276,0,11,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Wetland,219,59,0,73,2,104,158,139,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Forest,0,231,327,198,59,127,274,293,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Bareland,27,64,85,0,47,13,43,58,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Built-up,21,50,0,1,0,0,35,38,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Water,235,117,505,88,33,0,141,174,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Cropland,36,0,1,1,15,1,23,48,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Shrubland,2,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,Permanent_ice_and_snow,4,1,0,0,0,0,1,4,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Grassland,0,0,0,0,0,113,0,0,0,0,36,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Wetland,0,0,0,0,0,525,0,0,0,0,364,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Water,0,0,0,0,0,0,0,0,0,0,382,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Forest,0,0,0,0,0,336,0,0,0,0,151,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Bareland,0,0,0,0,0,56,0,0,0,0,27,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Forest,0,148,246,7,138,396,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Grassland,164,379,167,10,105,144,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Bareland,8,66,0,0,9,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Built-up,2,14,0,2,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Shrubland,2,8,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Wetland,252,31,0,81,12,378,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Water,99,17,308,103,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Cropland,5,0,1,0,16,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,Permanent_ice_and_snow,0,0,0,1,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Forest,0,52,17,41,0,45,86,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Wetland,796,27,0,118,0,329,321,0,0,0,0,115
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Bareland,24,7,2,0,0,26,18,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Shrubland,17,5,0,5,0,2,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Built-up,36,31,0,3,0,2,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Cropland,18,0,2,38,0,5,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Water,501,6,105,134,0,0,106,0,0,0,0,31
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,Grassland,289,102,40,113,0,90,0,0,0,0,0,33
