Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Built-up,Water,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Wetland,129,145,47,0,4,402,76,25,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Non_Water,0,0,0,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Shrubland,12,8,8,17,3,9,23,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Built-up,88,53,63,64,0,26,211,13,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Cropland,390,197,0,319,194,240,294,114,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Water,184,303,61,566,78,0,371,23,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Bareland,6,6,26,8,25,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Grassland,0,0,0,138,0,18,0,0,433,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Wetland,0,0,0,0,0,22,0,0,618,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Forest,0,0,0,402,0,100,0,0,1454,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Water,0,0,0,504,0,0,0,0,870,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Shrubland,0,0,0,0,0,0,0,0,59,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Cropland,0,0,0,126,0,28,0,0,802,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Bareland,0,0,0,9,0,19,0,0,21,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFC_M_R,Built-up,0,0,0,29,0,20,0,0,97,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Grassland,0,0,0,0,0,32,0,0,0,177,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Water,0,0,0,0,0,0,0,0,0,1026,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Shrubland,0,0,0,0,0,2,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Bareland,0,0,0,0,0,22,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Cropland,0,0,0,0,0,122,0,0,0,241,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Forest,0,0,0,0,0,255,0,0,0,407,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Wetland,0,0,0,0,0,139,0,0,0,552,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFC_M_R,Built-up,0,0,0,0,0,37,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Grassland,0,173,486,138,93,18,50,405,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Built-up,4,47,296,29,0,20,26,211,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Water,18,310,713,504,127,0,351,551,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Forest,74,0,890,402,188,100,208,852,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Wetland,4,78,151,0,6,22,29,188,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Cropland,21,165,0,126,233,28,58,533,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Bareland,0,12,176,9,157,19,0,121,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Shrubland,0,1,5,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFC_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Grassland,0,146,645,43,112,67,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Bareland,0,4,194,0,161,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Forest,0,0,1095,56,353,449,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Wetland,0,156,631,0,52,211,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Built-up,0,11,153,0,0,16,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Water,0,157,1050,67,174,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Shrubland,0,7,43,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Cropland,0,83,0,21,233,39,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFC_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Wetland,253,583,85,0,0,316,13,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Forest,144,0,77,22,0,160,18,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Cropland,318,453,0,48,0,176,130,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Water,85,650,46,70,0,0,54,0,0,0,0,21
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Built-up,76,170,163,0,0,126,123,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Shrubland,1,41,5,0,0,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Bareland,1,31,20,0,0,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFC_M_R,Grassland,0,152,65,9,0,60,17,0,0,0,0,0
