Dataset,MajorityClass,Grassland,Forest,Wetland,Cropland,Bareland,Water,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,Water,0,0,235,0,0,0,0,0,812,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,Forest,0,0,224,0,0,165,0,0,1576,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,Cropland,0,0,3,0,0,10,0,0,265,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,Bareland,0,0,1,0,0,9,0,0,19,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYA_M_R,Built-up,0,0,0,0,0,2,0,0,46,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Grassland,0,70,200,51,109,112,5,119,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Non_Wetland,3,1,16,0,7,3,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Wetland,197,22,0,0,62,324,0,36,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Forest,743,0,864,84,529,437,10,685,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Water,149,150,665,1,266,0,9,162,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Shrubland,66,17,59,6,64,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Bareland,79,5,7,13,0,14,2,14,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Built-up,147,20,39,26,164,0,0,53,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYA_M_R,Cropland,474,144,129,0,336,64,67,186,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Water,0,0,0,0,0,0,0,0,0,488,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Wetland,0,0,0,0,0,166,0,0,0,177,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Shrubland,0,0,0,0,0,11,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Grassland,0,0,0,0,0,42,0,0,0,43,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Cropland,0,0,0,0,0,18,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Bareland,0,0,0,0,0,6,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Forest,0,0,0,0,0,258,0,0,0,264,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYA_M_R,Built-up,0,0,0,0,0,3,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Grassland,0,256,39,508,23,47,116,484,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Wetland,1,249,0,87,39,62,5,248,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Forest,45,0,224,912,87,165,214,907,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Bareland,0,30,1,216,0,9,129,124,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Cropland,0,170,3,0,5,10,141,342,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Built-up,0,21,0,173,0,2,0,69,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Water,10,423,235,414,76,0,101,474,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYA_M_R,Shrubland,2,11,0,22,2,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Grassland,0,206,19,499,5,41,128,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Forest,0,0,161,561,0,470,315,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Shrubland,0,75,3,114,0,27,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Bareland,0,30,0,156,0,34,85,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Wetland,0,173,0,78,0,119,42,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Water,0,207,204,137,1,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Built-up,0,4,0,70,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYA_M_R,Cropland,0,100,0,0,3,4,122,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Wetland,150,539,0,32,22,168,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Forest,156,0,12,145,70,78,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Shrubland,53,157,2,54,26,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Cropland,133,217,0,0,122,25,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Water,56,689,89,12,24,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Bareland,3,41,3,24,0,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Built-up,5,92,0,74,50,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYA_M_R,Grassland,0,187,15,101,82,51,0,0,0,0,0,0
