Dataset,MajorityClass,Grassland,Forest,Wetland,Built-up,Cropland,Bareland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Non_Wetland,4,2,11,0,2,2,0,11,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Grassland,0,46,172,13,100,188,50,250,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Wetland,124,107,0,0,6,96,222,540,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Forest,567,0,488,19,119,422,206,858,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Water,185,179,360,14,1,197,0,569,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Shrubland,88,16,61,11,19,77,11,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Bareland,47,0,5,3,10,0,1,10,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Built-up,91,4,4,0,6,134,0,32,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Cropland,346,18,95,45,0,263,5,116,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,Permanent_ice_and_snow,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Shrubland,0,0,0,0,0,0,67,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Grassland,0,0,0,0,0,0,131,0,0,19,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Wetland,0,0,0,0,0,0,358,0,0,147,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Forest,0,0,0,0,0,0,394,0,0,101,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Bareland,0,0,0,0,0,0,18,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Cropland,0,0,0,0,0,0,13,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Water,0,0,0,0,0,0,0,0,0,271,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Grassland,0,259,57,92,330,22,45,539,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Wetland,0,254,0,7,22,7,73,239,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Bareland,0,30,0,38,141,0,13,187,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Forest,154,0,324,85,346,65,148,671,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Cropland,51,141,0,47,0,6,7,282,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Built-up,9,18,2,0,109,2,6,99,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Water,5,334,313,17,154,63,0,417,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Shrubland,8,48,0,9,18,4,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Grassland,0,188,30,116,561,5,67,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Shrubland,0,60,57,46,125,0,51,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Forest,0,0,280,177,368,0,364,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Wetland,0,146,0,7,77,0,219,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Bareland,0,13,2,117,93,0,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Built-up,0,3,2,0,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Water,0,86,178,19,197,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Cropland,0,40,0,70,0,4,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,Permanent_ice_and_snow,0,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Wetland,170,550,0,0,54,33,244,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Forest,94,0,39,0,72,40,108,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Shrubland,79,190,46,0,46,35,61,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Cropland,73,139,8,0,0,119,15,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Water,39,407,99,0,7,20,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Bareland,7,24,6,0,22,0,11,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Built-up,2,51,0,0,31,28,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,Grassland,0,256,33,0,120,112,81,0,0,0,3
