Dataset,MajorityClass,Grassland,Cropland,Bareland,Water,Forest,Wetland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Water,30,8,181,0,120,388,2,513,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Shrubland,83,44,88,46,21,69,29,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Built-up,147,36,182,13,13,3,0,189,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Cropland,344,0,335,17,54,18,59,360,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,Permanent_ice_and_snow,0,0,10,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Water,0,0,0,0,0,0,0,0,0,339,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Shrubland,0,0,0,84,0,0,0,0,0,37,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Forest,0,0,0,176,0,0,0,0,0,97,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Wetland,0,0,0,129,0,0,0,0,0,80,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Grassland,0,0,0,35,0,0,0,0,0,18,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Bareland,0,0,0,36,0,0,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Cropland,0,0,0,13,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,Built-up,0,0,0,11,0,0,0,0,0,4,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Grassland,0,225,43,21,263,41,102,410,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Bareland,48,202,0,39,116,23,146,308,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Forest,350,264,69,112,0,130,112,617,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Built-up,75,143,20,12,68,2,0,180,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Cropland,239,0,10,12,293,7,148,458,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Wetland,2,2,38,38,120,0,1,129,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Water,34,82,127,0,313,251,36,448,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Shrubland,32,35,25,0,60,0,27,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,Permanent_ice_and_snow,0,5,0,0,0,0,3,8,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Grassland,0,581,4,35,231,1,192,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Forest,0,452,0,268,0,23,277,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Shrubland,0,224,6,98,115,21,148,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Wetland,0,29,0,115,71,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Bareland,0,233,0,30,41,0,264,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Water,0,104,10,0,89,61,49,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Built-up,0,38,3,1,4,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Cropland,0,0,10,9,130,0,127,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,Permanent_ice_and_snow,0,2,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Forest,138,157,97,67,0,11,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Shrubland,117,107,132,60,225,42,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Water,72,16,55,0,332,151,0,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Cropland,137,0,217,18,137,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Wetland,35,4,16,76,133,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Bareland,6,41,0,1,16,0,0,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Built-up,7,71,127,0,112,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,Grassland,0,155,139,29,172,1,0,0,0,0,0,0
