Dataset,MajorityClass,Forest,Grassland,Cropland,Built-up,Bareland,Wetland,Water,Shrubland,Non_Wetland,Non_Water
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,Cropland,139,93,0,32,3,1,5,239,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,Wetland,27,0,7,0,4,0,11,35,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,Bareland,27,11,76,14,0,0,7,100,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,Water,147,11,85,4,40,126,0,160,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,Shrubland,2,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Grassland,152,0,519,63,4,0,63,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Forest,0,0,374,56,0,19,163,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Bareland,7,0,119,44,0,0,8,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Shrubland,8,0,13,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Wetland,55,0,33,0,0,0,52,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Water,61,0,136,7,5,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Built-up,0,0,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,Cropland,66,0,0,47,9,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Cropland,100,63,0,0,102,0,8,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Forest,0,55,99,0,48,2,28,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Wetland,161,12,4,0,2,0,29,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Shrubland,27,2,4,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Water,200,18,1,0,14,17,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Bareland,7,2,5,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Grassland,232,0,112,0,144,10,71,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,Built-up,3,0,5,0,5,0,0,0,0,0
