Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Wetland,0,0,0,0,0,1,0,0,70,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Grassland,0,0,0,0,0,1,0,0,113,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Forest,0,0,0,0,0,51,43,0,446,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Water,0,0,0,0,0,0,47,0,58,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Shrubland,0,0,0,0,0,0,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Cropland,0,0,0,0,0,4,0,0,101,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Bareland,0,0,0,0,0,3,0,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,Built-up,0,0,0,0,0,2,0,0,7,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Grassland,0,109,136,46,14,6,29,232,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Non_Wetland,2,0,1,2,0,0,9,3,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Wetland,0,0,0,0,0,0,0,7,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Forest,332,157,207,0,10,43,235,562,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Non_Water,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Shrubland,61,30,60,14,10,6,24,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Built-up,92,22,81,3,0,9,0,102,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Water,6,1,18,55,0,0,83,72,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Cropland,280,0,250,26,24,0,6,267,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Bareland,42,32,0,0,9,0,1,30,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,Forest,0,0,0,0,0,55,0,0,0,64,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,Grassland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,Shrubland,0,0,0,0,0,8,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,Wetland,0,0,0,0,0,1,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,Water,0,0,0,0,0,0,0,0,0,84,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Grassland,0,168,6,204,49,1,0,283,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Bareland,21,95,0,53,50,3,0,152,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Forest,252,227,25,0,50,51,43,460,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Cropland,159,0,3,216,71,4,0,344,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Wetland,1,1,4,17,0,1,0,26,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Built-up,25,91,4,27,0,2,0,113,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Water,10,3,18,90,1,0,47,71,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Shrubland,20,30,2,27,15,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Grassland,0,409,0,154,115,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Forest,0,335,0,0,105,163,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Shrubland,0,122,1,82,83,14,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Wetland,0,14,0,10,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Bareland,0,122,0,12,76,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Built-up,0,13,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Water,0,5,0,8,7,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,Cropland,0,0,2,84,56,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Forest,108,129,47,0,0,24,2,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Shrubland,72,80,83,115,0,11,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Cropland,103,0,135,123,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Wetland,6,3,0,25,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Water,1,1,1,109,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Bareland,1,20,0,3,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Built-up,1,30,54,59,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,Grassland,0,115,105,132,0,7,0,0,0,0,0,5
