Dataset,MajorityClass,Grassland,Bareland,Built-up,Forest,Cropland,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Grassland,0,119,19,60,76,119,40,226,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Non_Wetland,3,9,0,2,0,13,0,5,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Wetland,47,64,0,12,0,0,12,76,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Forest,546,552,35,0,119,478,129,874,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Bareland,222,0,16,3,126,1,3,59,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Built-up,206,187,0,24,82,28,11,172,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Water,287,548,8,193,18,232,0,394,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Non_Water,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Shrubland,101,113,16,24,29,62,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Cropland,568,307,83,57,0,67,22,322,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,Permanent_ice_and_snow,0,4,0,0,1,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Grassland,0,0,0,0,0,0,147,0,0,69,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Bareland,0,0,0,0,0,0,38,0,0,22,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Water,0,0,0,0,0,0,0,0,0,473,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Shrubland,0,0,0,0,0,0,63,0,0,18,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Wetland,0,0,0,0,0,0,47,0,0,43,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Cropland,0,0,0,0,0,0,66,0,0,25,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Built-up,0,0,0,0,0,0,18,0,0,4,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Forest,0,0,0,0,0,0,241,0,0,175,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Grassland,0,53,115,298,561,37,56,469,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Bareland,0,0,201,87,343,8,105,338,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Built-up,11,37,0,49,209,0,38,204,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Forest,147,66,225,0,717,105,192,694,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Wetland,1,3,6,67,63,0,15,95,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Water,6,82,64,268,439,184,0,421,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Cropland,21,42,192,213,0,0,50,416,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Shrubland,8,6,18,34,51,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,Permanent_ice_and_snow,0,0,1,0,3,0,0,5,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Grassland,0,10,150,195,454,13,58,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Bareland,0,0,275,67,283,0,35,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Forest,0,3,322,0,424,37,360,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Shrubland,0,0,103,116,139,23,39,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Built-up,0,0,0,22,58,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Wetland,0,0,4,29,6,0,31,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Water,0,18,119,42,115,49,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Cropland,0,3,230,115,0,2,15,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Shrubland,88,69,0,228,94,30,40,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Forest,113,70,0,0,102,3,63,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Cropland,144,203,0,199,0,17,46,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Wetland,35,15,0,101,4,0,24,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Water,42,98,0,384,26,93,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Bareland,2,0,0,43,53,1,23,0,0,0,25
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Built-up,5,126,0,158,142,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,Grassland,0,140,0,246,126,38,87,0,0,0,22
