Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Shrubland,Non_Wetland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Grassland,0,46,162,9,11,8,1,84,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Shrubland,54,20,67,4,3,9,3,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Built-up,77,45,157,5,0,9,1,63,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Cropland,300,0,394,31,97,3,1,148,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Wetland,27,1,6,16,0,0,51,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Lichens_and_Mosses,2,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Water,26,15,137,102,0,90,0,69,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Grassland,0,0,0,0,0,2,6,0,31,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Wetland,0,0,0,0,0,0,4,0,58,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Water,0,0,0,0,0,199,0,0,68,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Shrubland,0,0,0,0,0,0,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Cropland,0,0,0,0,0,6,22,0,28,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Forest,0,0,0,0,0,175,75,0,266,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Bareland,0,0,0,0,0,11,17,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,Built-up,0,0,0,0,0,1,10,0,10,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Grassland,0,208,3,140,52,2,6,278,0,15,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Bareland,3,200,0,61,75,11,17,186,0,6,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Forest,27,332,57,0,110,175,75,482,0,9,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Cropland,33,0,2,149,123,6,22,352,0,32,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Wetland,0,0,8,17,0,0,4,15,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Built-up,0,137,0,26,0,1,10,142,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Shrubland,3,14,0,16,3,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Water,7,59,28,122,30,199,0,128,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Shrubland,0,0,0,0,0,0,11,0,0,0,3,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Forest,0,0,0,0,0,0,91,0,0,0,68,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Wetland,0,0,0,0,0,0,20,0,0,0,44,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Water,0,0,0,0,0,0,0,0,0,0,136,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Cropland,0,0,0,0,0,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,2,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Grassland,0,372,1,93,83,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Bareland,0,199,0,57,118,0,32,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Forest,0,381,5,0,246,22,225,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Shrubland,0,94,0,56,50,0,31,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Wetland,0,43,0,58,0,0,58,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Built-up,0,56,0,0,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Water,0,47,6,60,16,31,0,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,Cropland,0,0,3,88,131,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Forest,89,109,71,0,0,3,28,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Shrubland,42,53,47,116,0,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Cropland,121,0,162,168,0,1,6,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Wetland,9,6,0,116,0,0,21,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Bareland,10,23,0,45,0,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Built-up,29,66,45,98,0,0,8,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Water,7,15,24,192,0,33,0,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,Grassland,0,58,71,81,0,5,5,0,0,0,0,0
