Dataset,MajorityClass,Grassland,Cropland,Forest,Built-up,Water,Wetland,Bareland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,Cropland,447,0,208,40,78,48,452,296,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,Lichens_and_Mosses,6,2,2,0,0,0,7,3,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Wetland,0,0,0,0,6,0,0,0,93,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Grassland,0,0,0,0,45,44,0,0,95,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Forest,0,0,0,0,202,321,0,0,671,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Shrubland,0,0,0,0,0,0,0,0,178,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Water,0,0,0,0,0,526,0,0,129,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Cropland,0,0,0,0,58,16,0,0,73,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Bareland,0,0,0,0,43,57,0,0,20,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,Built-up,0,0,0,0,15,7,0,0,36,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Grassland,0,0,0,0,31,0,0,0,0,87,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Water,0,0,0,0,0,0,0,0,0,930,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Bareland,0,0,0,0,11,0,0,0,0,120,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Shrubland,0,0,0,0,41,0,0,0,0,82,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Cropland,0,0,0,0,16,0,0,0,0,52,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Wetland,0,0,0,0,96,0,0,0,0,324,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Built-up,0,0,0,0,3,0,0,0,0,32,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,Forest,0,0,0,0,150,0,0,0,0,341,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Grassland,0,371,185,135,45,44,12,504,0,0,81,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Bareland,2,314,53,144,43,57,0,263,0,0,38,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Built-up,2,185,45,0,15,7,0,150,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Forest,107,624,0,185,202,321,95,734,0,0,43,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Water,6,297,281,77,0,526,50,468,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Cropland,15,0,188,208,58,16,3,459,0,0,90,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Wetland,0,4,30,1,6,0,4,37,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,Shrubland,6,54,40,25,0,0,14,0,0,0,7,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Grassland,0,508,160,161,19,19,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Forest,0,481,0,354,343,177,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Shrubland,0,177,118,123,65,33,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Bareland,0,217,48,142,37,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Wetland,0,68,61,24,71,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Water,0,161,155,102,0,150,17,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Built-up,0,33,4,0,2,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,Cropland,0,0,122,127,2,1,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Forest,126,161,0,0,71,8,66,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Shrubland,78,111,256,0,76,21,78,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Cropland,162,0,189,0,15,0,155,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Wetland,59,20,212,0,60,0,66,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Bareland,13,44,47,0,18,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Water,57,43,536,0,0,55,106,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Built-up,21,54,122,0,6,0,34,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,Grassland,0,121,185,0,34,2,119,0,0,0,0,0
