Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,Built-up,0,0,0,0,0,32,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,Water,0,0,0,0,0,0,0,0,0,280,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,Forest,0,0,0,0,0,209,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Water,114,98,71,108,108,0,5,132,0,0,167,50
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Cropland,48,0,6,45,41,5,0,65,0,0,77,15
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Wetland,33,24,0,35,36,10,0,48,0,0,70,5
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Bareland,87,79,40,0,86,28,5,87,0,0,117,60
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Built-up,15,13,1,12,0,1,0,16,0,0,16,7
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Forest,92,77,42,79,71,28,0,0,0,0,123,45
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Grassland,0,9,3,11,11,3,0,27,0,0,28,1
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCF_M_R,Permanent_ice_and_snow,2,0,0,9,0,5,0,3,0,0,16,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Water,0,164,164,144,115,0,10,113,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Grassland,0,39,30,16,22,18,0,34,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Wetland,0,91,0,45,39,70,0,42,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Bareland,0,97,106,0,84,76,1,85,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Built-up,0,4,2,1,0,2,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Forest,0,97,106,65,78,84,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Cropland,0,0,49,19,37,38,0,22,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCF_M_R,Permanent_ice_and_snow,0,0,0,9,0,6,0,1,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Water,19,79,88,139,0,0,16,134,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Cropland,5,0,5,17,0,8,0,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Wetland,11,31,0,71,0,52,4,68,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Bareland,10,44,16,0,0,37,6,43,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Built-up,1,11,3,16,0,7,0,15,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Forest,23,34,22,51,0,37,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Grassland,0,12,10,17,0,12,2,17,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCF_M_R,Permanent_ice_and_snow,0,0,0,1,0,7,0,0,0,0,0,0
