Dataset,MajorityClass,Forest,Built-up,Water,Wetland,Grassland,Bareland,Cropland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,Cropland,0,0,0,0,0,0,0,33,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,Bareland,0,0,7,16,0,0,0,40,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,Built-up,0,0,26,25,0,0,0,97,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Non_Wetland,0,1,3,6,1,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Forest,0,225,315,524,418,351,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Grassland,1,53,70,153,0,84,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Water,84,162,0,461,160,226,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Shrubland,0,4,4,2,1,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Cropland,0,24,4,9,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Wetland,21,50,221,0,117,74,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Bareland,1,5,17,10,9,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,Built-up,6,0,16,38,29,60,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Grassland,0,0,77,0,0,0,0,0,55,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Water,0,0,0,0,0,0,0,0,538,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Wetland,0,0,409,0,0,0,0,0,216,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Shrubland,0,0,2,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Bareland,0,0,46,0,0,0,0,0,10,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Forest,0,0,422,0,0,0,0,0,247,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Built-up,0,0,42,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,Cropland,0,0,4,0,0,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Grassland,75,41,16,33,0,70,26,0,0,60,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Forest,0,174,122,266,300,356,84,0,0,213,41,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Wetland,78,25,24,0,67,134,17,0,0,39,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Built-up,45,0,26,25,59,35,14,0,0,64,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Water,276,66,0,455,165,369,5,0,0,147,17,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Bareland,34,7,7,16,12,0,1,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,Cropland,9,1,0,0,1,13,0,0,0,5,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Grassland,97,94,25,54,0,0,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Water,253,73,0,205,0,56,9,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Built-up,5,0,7,3,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Forest,0,305,378,155,0,1,16,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Wetland,200,52,160,0,0,2,10,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Bareland,13,38,43,5,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,Cropland,1,0,4,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Wetland,491,0,129,0,177,8,109,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Water,800,0,0,44,153,125,81,0,0,0,0,16
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Forest,0,0,37,6,29,4,33,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Bareland,25,0,3,0,2,0,3,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Built-up,101,0,12,0,5,5,15,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,Grassland,164,0,8,6,0,1,19,0,0,0,0,0
