Dataset,MajorityClass,Forest,Wetland,Bareland,Built-up,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Cropland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Grassland,0,20,0,0,3,0,0,245,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Wetland,0,0,0,0,17,0,0,304,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Forest,0,204,0,0,73,0,0,932,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Water,0,252,0,0,0,0,0,483,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Shrubland,0,0,0,0,0,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Bareland,0,4,0,0,1,0,0,23,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,Built-up,0,0,0,0,0,0,0,37,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Grassland,0,0,0,0,79,0,0,0,5,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Wetland,0,0,0,0,301,0,0,0,97,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Shrubland,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Bareland,0,0,0,0,12,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Water,0,0,0,0,0,0,0,0,161,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Forest,0,0,0,0,304,0,0,0,112,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,Built-up,0,0,0,0,6,0,0,0,2,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Forest,0,204,193,93,73,194,189,0,0,99,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Grassland,48,20,30,21,3,0,59,0,0,40,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Wetland,45,0,50,25,17,51,56,0,0,17,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Bareland,3,4,0,6,1,3,15,0,0,7,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Water,153,252,156,62,0,163,101,0,0,24,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Built-up,6,0,0,0,0,4,7,0,0,6,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,Cropland,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Grassland,52,13,0,48,43,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Bareland,2,1,0,17,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Water,99,78,19,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Forest,0,64,0,124,347,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Wetland,150,0,4,41,152,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Cropland,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Wetland,462,0,8,0,111,40,0,0,0,19,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Forest,0,4,1,0,21,12,0,0,0,13,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Water,505,13,28,0,0,9,0,0,0,6,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Grassland,146,6,1,0,15,0,0,0,0,8,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Bareland,7,0,0,0,2,0,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,Built-up,7,0,0,0,2,0,0,0,0,0,0,2
