Dataset,MajorityClass,Forest,Wetland,Built-up,Bareland,Water,Grassland,Cropland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Forest,0,734,6,263,357,358,0,27,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Shrubland,4,7,0,3,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Built-up,7,67,0,115,17,69,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Cropland,1,67,1,25,9,41,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Wetland,22,0,2,60,218,75,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,Permanent_ice_and_snow,0,8,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Grassland,0,32,0,0,10,0,0,0,366,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Wetland,0,0,0,0,25,0,0,0,290,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Forest,0,277,0,0,99,0,0,0,1046,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Water,0,453,0,0,0,0,0,0,378,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Shrubland,0,0,0,0,0,0,0,0,13,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Cropland,0,0,0,0,0,0,0,0,75,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Bareland,0,61,0,0,2,0,0,0,53,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Built-up,0,13,0,0,1,0,0,0,107,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Non_Wetland,0,6,1,3,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Forest,0,530,89,445,208,490,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Grassland,0,124,72,151,23,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Water,52,336,55,292,0,230,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Shrubland,0,6,3,4,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Cropland,0,10,23,76,2,33,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Wetland,15,0,17,219,162,220,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Bareland,0,1,1,0,27,10,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Built-up,1,42,0,92,9,40,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,Permanent_ice_and_snow,0,0,5,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Grassland,0,0,0,0,144,0,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Wetland,0,0,0,0,465,0,0,0,0,185,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Bareland,0,0,0,0,112,0,0,0,0,30,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Shrubland,0,0,0,0,5,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Cropland,0,0,0,0,22,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Water,0,0,0,0,0,0,0,0,0,293,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Built-up,0,0,0,0,77,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Forest,0,0,0,0,419,0,0,0,0,162,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Grassland,120,32,93,33,10,0,101,95,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Forest,0,277,171,167,99,165,222,162,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Wetland,54,0,28,42,25,41,28,37,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Built-up,24,13,0,1,1,8,50,26,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Bareland,21,61,56,0,2,3,57,11,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Water,168,453,78,135,0,117,122,57,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Cropland,13,0,18,0,0,2,0,10,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,Permanent_ice_and_snow,3,0,1,0,0,0,3,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Grassland,97,73,118,0,24,0,92,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Built-up,3,1,0,0,1,0,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Bareland,30,16,57,0,25,0,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Forest,0,120,205,0,297,0,49,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Water,161,206,44,76,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Wetland,155,0,93,25,150,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Cropland,10,2,9,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Wetland,523,0,0,57,109,148,76,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Forest,0,0,0,8,4,18,30,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Water,701,24,0,132,0,107,63,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Bareland,42,0,0,0,0,1,19,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Built-up,53,0,0,12,0,1,31,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Grassland,194,1,0,16,9,0,60,0,0,0,0,35
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Cropland,6,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,0
