Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,Water,0,49,30,5,35,0,23,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,Forest,0,29,4,11,0,50,35,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,Cropland,0,0,0,4,5,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYJ_M_R,Bareland,0,1,0,0,6,21,3,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Water,37,20,38,0,65,0,14,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Cropland,6,0,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Wetland,44,0,24,0,64,40,22,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Bareland,1,0,0,0,2,5,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Built-up,2,0,0,0,2,0,1,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Forest,23,6,4,0,0,20,19,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYJ_M_R,Grassland,0,5,7,0,14,8,7,0,0,0
