Dataset,MajorityClass,Forest,Bareland,Built-up,Wetland,Cropland,Water,Grassland,Non_Wetland,Shrubland,Lichens_and_Mosses,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Grassland,0,0,0,41,0,6,0,231,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Forest,0,0,0,140,0,51,0,531,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Shrubland,0,0,0,0,0,0,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Wetland,0,0,0,0,0,0,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Bareland,0,0,0,2,0,2,0,14,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Built-up,0,0,0,0,0,0,0,19,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Cropland,0,0,0,0,0,0,0,24,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZS_M_R,Water,0,0,0,189,0,0,0,290,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Non_Wetland,0,0,0,6,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Forest,0,247,30,301,74,132,412,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Grassland,53,212,24,145,80,29,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Water,29,61,6,258,6,0,127,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Shrubland,1,11,2,6,6,1,7,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Built-up,1,60,0,10,2,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Wetland,3,15,0,0,1,18,36,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Bareland,0,0,0,6,23,3,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZS_M_R,Cropland,1,59,2,12,0,0,23,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Grassland,116,56,45,41,12,6,0,0,206,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Built-up,6,0,0,0,0,0,29,0,40,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Forest,0,148,81,140,15,51,298,0,221,12,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Wetland,2,3,1,0,0,0,2,0,6,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Bareland,26,0,25,2,0,2,55,0,67,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Cropland,30,3,13,0,0,0,37,0,55,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZS_M_R,Water,88,106,43,189,0,0,97,0,117,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Grassland,0,0,0,0,0,53,0,0,0,0,12,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Wetland,0,0,0,0,0,27,0,0,0,0,43,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Bareland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Forest,0,0,0,0,0,130,0,0,0,0,75,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZS_M_R,Water,0,0,0,0,0,0,0,0,0,0,132,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Grassland,126,19,63,1,242,104,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Forest,0,4,48,5,122,301,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Bareland,22,0,15,0,43,13,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Built-up,9,4,0,0,4,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Wetland,46,0,2,0,1,106,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Water,32,1,1,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZS_M_R,Cropland,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Forest,0,61,0,5,70,55,64,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Bareland,16,0,0,0,7,2,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Cropland,2,18,0,0,0,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Wetland,104,1,0,0,2,68,14,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Built-up,32,3,0,0,4,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Water,196,6,0,2,1,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZS_M_R,Grassland,210,87,0,1,83,60,0,0,0,0,0,3
