Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
3769,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3770,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3771,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3772,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3773,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3774,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3775,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3776,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3777,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3778,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
3779,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
3780,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3781,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3782,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3783,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
3784,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
3785,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3786,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3787,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3788,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3789,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3790,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
3791,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3792,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3793,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3794,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3795,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3796,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3797,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3798,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3799,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3800,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3801,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3802,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3803,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3804,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3805,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3806,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3807,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3808,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3809,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3810,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3811,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3812,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3813,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3814,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3815,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3816,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
3817,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3818,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3819,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3820,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
3821,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3822,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3823,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3824,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3825,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
3826,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3827,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3828,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3829,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3830,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3831,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3832,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3833,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
3834,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
3835,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3836,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3837,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3838,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
3839,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3840,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3841,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3842,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
3843,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3844,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3845,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3846,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3847,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3848,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3849,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3850,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3851,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3852,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3853,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3854,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3855,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3856,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3857,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3858,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3859,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3860,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3861,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3862,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
3863,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3864,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3865,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3866,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3867,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3868,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3869,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3870,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3871,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3872,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3873,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
3874,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3875,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3876,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
3877,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3878,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
3879,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3880,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3881,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3882,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3883,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3884,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3885,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3886,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
3887,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3888,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3889,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3890,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3891,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3892,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3893,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3894,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3895,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3896,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3897,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3898,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3899,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3900,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3901,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3902,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3903,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Water
3904,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
3905,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3906,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
3907,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3908,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
3909,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3910,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3911,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3912,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
3913,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3914,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3915,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3916,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3917,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3918,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3919,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3920,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3921,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3922,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3923,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3924,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Cropland
3925,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3926,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3927,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3928,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3929,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3930,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
3931,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3932,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3933,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3934,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3935,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3936,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3937,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3938,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3939,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3940,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3941,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3942,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3943,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3944,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3945,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3946,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3947,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3948,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3949,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
3950,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
3951,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
3952,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3953,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
3954,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
3955,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
3956,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3957,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
3958,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
3959,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
3960,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3961,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3962,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3963,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3964,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
3965,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
3966,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Water
3967,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
3968,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
3969,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Water
3970,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
3971,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Cropland
3972,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
3973,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
3974,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3975,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
3976,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3977,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
3978,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3979,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
3980,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3981,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3982,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3983,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3984,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3985,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Cropland
3986,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
3987,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
3988,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3989,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
3990,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
3991,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3992,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
3993,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3994,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3995,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3996,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3997,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3998,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3999,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4000,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4001,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4002,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
4003,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4004,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4005,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4006,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4007,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4008,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4009,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4010,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4011,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4012,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4013,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4014,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4015,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4016,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4017,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4018,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4019,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4020,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4021,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4022,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4023,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4024,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4025,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4026,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4027,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4028,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4029,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4030,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4031,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4032,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4033,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4034,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4035,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4036,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
4037,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4038,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4039,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4040,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4041,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4042,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4043,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4044,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4045,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4046,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4047,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4048,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4049,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4050,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4051,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4052,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4053,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4054,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4055,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4056,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4057,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4058,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4059,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4060,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4061,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4062,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4063,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4064,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4065,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4066,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4067,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4068,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4069,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
4070,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4071,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
4072,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4073,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4074,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4075,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4076,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4077,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4078,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4079,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4080,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4081,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4082,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4083,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4084,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4085,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4086,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4087,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4088,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4089,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
4090,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4091,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
