Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
4092,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4093,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4094,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4095,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4096,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4097,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
4098,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4099,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4100,Grassland,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
4101,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Water
4102,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4103,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4104,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4105,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4106,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4107,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4110,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4111,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4112,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4113,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4114,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4115,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4116,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
4117,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4118,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4119,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
4120,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4121,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4122,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4123,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4124,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4125,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4126,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4127,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4128,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4129,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4130,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4131,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4132,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4133,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4134,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4135,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4136,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4137,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4138,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4139,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4140,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4141,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4142,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4143,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4144,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4145,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4146,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4147,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4148,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
4149,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4150,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4151,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4152,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4153,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4154,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4155,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4156,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4157,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4158,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4159,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4160,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4161,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4162,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4163,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4164,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4165,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4166,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4167,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4168,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4169,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4170,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4171,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4172,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
4173,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4174,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4175,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4176,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4178,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4179,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4180,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4181,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4182,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4183,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4184,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4185,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4186,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4187,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
4188,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4189,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4190,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4191,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4192,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4193,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4194,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4195,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4196,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4197,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4198,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4199,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4200,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4201,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4202,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4203,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4204,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4205,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4206,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4207,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4208,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
4209,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4210,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4211,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4212,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4213,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
4214,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4215,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4216,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
4217,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
4218,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4219,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4220,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4221,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4222,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4223,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4224,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4225,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4226,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4227,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
4228,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4229,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4230,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4231,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4232,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4233,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4234,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4235,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4236,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4237,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4238,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4239,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4240,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4241,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4242,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4243,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4244,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4245,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4246,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4247,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4248,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4249,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4250,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4251,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4252,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4253,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4254,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4255,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4256,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4257,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4258,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4259,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4260,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4261,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4262,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4263,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4264,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4265,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4266,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4267,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
4268,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4269,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4270,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4271,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4272,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4273,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4274,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4275,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4276,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4277,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4278,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4279,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4280,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4281,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4282,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4283,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4284,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4285,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4286,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4287,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4288,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
4289,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4290,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
4291,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4292,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4293,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4294,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4295,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
4296,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
4297,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,Water
4298,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
4299,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Cropland
4300,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4301,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4302,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4303,Grassland,Cropland,Grassland,Water,Non_Wetland,Water,Wetland,Water
4304,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4305,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4306,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4307,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4308,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4309,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4310,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4311,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4312,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4313,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4314,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4315,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4316,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4317,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4318,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4319,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4320,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4321,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4322,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4323,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
4324,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4325,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4326,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4327,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4328,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4329,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4330,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4331,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4332,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4333,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4334,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4335,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4336,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
4337,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4338,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
4340,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4341,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4342,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4343,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4344,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4345,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4346,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4347,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4348,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4349,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4350,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4351,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4352,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4353,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4371,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4372,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4373,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
4374,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4375,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4376,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
4380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
