Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,Bareland,0,2,0,0,0,0,0,11,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Grassland,0,0,0,0,0,47,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Cropland,0,0,0,0,0,12,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Wetland,0,0,0,0,0,159,0,0,54,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Built-up,0,0,0,0,0,13,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Water,0,0,0,0,0,0,0,0,101,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Forest,0,0,0,0,0,54,0,0,23,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPQ_M_R,Bareland,0,0,0,0,0,4,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Water,38,61,9,17,69,0,40,0,0,53,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Cropland,10,5,0,4,20,0,0,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Wetland,36,0,5,8,48,19,42,0,0,44,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Bareland,4,2,0,8,9,0,7,0,0,15,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Built-up,7,6,2,0,9,0,11,0,0,16,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Forest,34,40,8,18,0,18,40,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Grassland,0,17,3,11,29,7,27,0,0,29,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPQ_M_R,Permanent_ice_and_snow,1,0,0,1,7,0,1,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Grassland,0,36,3,24,38,18,32,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Wetland,0,0,13,50,80,53,61,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Forest,0,38,2,34,0,33,20,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Built-up,0,1,0,0,3,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Water,0,65,20,56,66,0,30,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Cropland,0,5,0,3,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Bareland,0,1,0,7,1,0,7,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPQ_M_R,Permanent_ice_and_snow,0,0,0,2,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Cropland,4,2,2,0,2,5,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Wetland,69,0,29,0,61,60,40,0,0,0,22
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Built-up,3,2,3,0,6,6,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Water,44,47,14,0,43,0,10,0,0,0,11
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Forest,26,22,8,0,0,21,15,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Grassland,0,9,4,0,10,6,6,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPQ_M_R,Bareland,0,0,0,0,1,4,0,0,0,0,0
