Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Forest,0,0,8,0,0,1,0,0,108,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Wetland,0,0,0,0,0,12,0,0,175,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Water,0,0,41,0,0,0,0,0,106,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,Permanent_ice_and_snow,0,0,4,0,0,4,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Grassland,0,0,0,0,0,55,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Cropland,0,0,0,0,0,74,0,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Wetland,0,0,0,0,0,163,0,0,0,46,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Bareland,0,0,0,0,0,131,0,0,0,34,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Built-up,0,0,0,0,0,18,0,0,0,5,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Water,0,0,0,0,0,0,0,0,0,128,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Forest,0,0,0,0,0,48,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Water,57,1,41,61,31,0,39,11,0,0,116,10
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Cropland,57,0,13,48,39,6,39,0,0,0,68,25
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Wetland,26,5,0,26,1,12,20,0,0,0,62,3
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Bareland,63,13,32,0,56,10,34,8,0,0,106,40
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Built-up,17,6,3,14,0,1,13,0,0,0,28,9
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Forest,35,12,8,29,15,1,0,0,0,0,78,4
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Grassland,0,12,4,21,12,2,22,0,0,0,38,8
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,Permanent_ice_and_snow,3,0,4,9,3,4,1,0,0,0,16,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Grassland,0,37,42,9,32,11,15,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Wetland,0,30,0,14,21,24,6,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Bareland,0,71,48,0,69,47,10,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Built-up,0,2,0,2,0,4,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Water,0,38,97,51,50,0,4,6,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Forest,0,13,45,10,45,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Cropland,0,0,18,17,45,5,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,Permanent_ice_and_snow,0,1,1,13,6,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Cropland,13,0,0,21,0,3,6,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Wetland,29,39,0,55,0,38,62,11,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Bareland,8,18,3,0,0,22,10,19,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Built-up,8,17,0,28,0,12,10,7,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Water,7,31,25,71,0,0,49,19,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Forest,4,7,2,3,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Grassland,0,12,4,15,0,8,12,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,Permanent_ice_and_snow,0,0,0,1,0,9,0,0,0,0,0,0
