Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Wetland,0,0,0,0,0,0,125,0,1453,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Grassland,0,0,0,143,0,0,63,0,1355,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Forest,0,0,0,341,0,0,148,0,1761,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Water,0,0,0,455,0,0,0,0,446,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Shrubland,0,0,0,0,0,0,0,0,178,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Bareland,0,0,0,75,0,0,11,0,164,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Cropland,0,0,0,36,0,0,16,0,459,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Built-up,0,0,0,1,0,0,0,0,27,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,25,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Grassland,90,0,272,423,458,28,86,246,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Non_Wetland,2,5,2,10,3,0,1,4,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Wetland,340,650,146,0,226,0,520,196,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Forest,0,787,251,621,465,4,287,332,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Water,133,276,44,399,185,0,0,56,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Shrubland,6,45,21,50,42,0,6,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Bareland,1,61,43,19,0,0,43,9,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Cropland,19,355,0,135,370,45,10,87,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Built-up,9,65,22,21,79,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPL_M_R,Permanent_ice_and_snow,7,8,1,2,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Grassland,0,0,0,0,0,0,200,0,0,72,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Wetland,0,0,0,0,0,0,564,0,0,401,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Bareland,0,0,0,0,0,0,60,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Water,0,0,0,0,0,0,0,0,0,423,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Forest,0,0,0,0,0,0,190,0,0,144,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Cropland,0,0,0,0,0,0,15,0,0,7,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Built-up,0,0,0,0,0,0,1,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Grassland,370,0,372,143,144,135,63,509,0,0,11,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Wetland,388,280,98,0,143,3,125,318,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Forest,0,410,307,341,246,60,148,509,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Cropland,181,249,0,36,39,112,16,317,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Bareland,43,140,77,75,0,99,11,111,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Water,240,150,112,455,88,21,0,229,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Shrubland,9,13,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Built-up,10,44,42,1,0,0,0,44,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPL_M_R,Permanent_ice_and_snow,8,4,8,0,3,2,0,4,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Shrubland,26,0,73,2,0,3,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Grassland,262,0,1007,138,21,117,164,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Forest,0,0,494,312,12,101,352,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Wetland,346,0,495,0,54,14,404,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Bareland,11,0,159,1,0,66,21,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Built-up,0,0,15,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Water,74,0,201,232,55,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Cropland,38,0,0,1,5,54,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPL_M_R,Permanent_ice_and_snow,0,0,2,3,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Wetland,971,530,131,0,219,0,443,0,0,0,0,222
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Forest,0,176,98,54,46,0,82,0,0,0,0,49
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Shrubland,72,47,27,1,28,0,3,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Cropland,174,126,0,13,137,0,22,0,0,0,0,19
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Bareland,26,33,14,2,0,0,18,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Water,461,85,8,94,83,0,0,0,0,0,0,34
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Built-up,28,5,26,0,8,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPL_M_R,Grassland,410,0,171,75,198,0,181,0,0,0,0,65
