Dataset,MajorityClass,Grassland,Bareland,Forest,Cropland,Built-up,Wetland,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Shrubland,0,0,0,0,0,0,0,0,60,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Cropland,0,0,0,0,0,7,48,0,67,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Water,0,0,0,0,0,147,0,0,71,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Bareland,0,0,0,0,0,0,15,0,4,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,Built-up,0,0,0,0,0,0,22,0,18,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Water,0,0,0,0,0,0,0,0,0,153,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Shrubland,0,0,0,0,0,0,13,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Grassland,0,0,0,0,0,0,12,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Wetland,0,0,0,0,0,0,31,0,0,33,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Forest,0,0,0,0,0,0,65,0,0,97,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Cropland,0,0,0,0,0,0,10,0,0,4,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Built-up,0,0,0,0,0,0,14,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,Bareland,0,0,0,0,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Grassland,0,3,130,244,62,16,12,320,0,0,26,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Wetland,0,9,24,0,0,0,4,39,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Forest,43,66,0,404,149,179,94,642,0,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Cropland,24,2,190,0,174,7,48,496,0,0,50,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Bareland,5,0,49,166,69,0,15,200,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Built-up,0,0,35,167,0,0,22,188,0,0,10,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Water,13,24,90,37,12,147,0,125,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,Shrubland,2,0,10,15,6,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Grassland,0,2,107,441,96,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Forest,0,0,0,524,363,11,212,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Shrubland,0,0,63,118,77,2,20,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Wetland,0,0,58,67,8,0,54,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Bareland,0,0,40,222,121,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Water,0,5,72,81,22,21,0,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Built-up,0,1,4,80,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,Cropland,0,3,127,0,205,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Shrubland,47,36,131,60,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Forest,77,50,0,115,0,0,10,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Cropland,147,183,225,0,0,0,19,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Wetland,12,13,170,4,0,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Bareland,7,0,60,42,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Built-up,33,90,125,98,0,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Water,15,15,234,7,0,14,0,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,Grassland,0,67,109,73,0,0,5,0,0,0,0,0
