Dataset,MajorityClass,Forest,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Wetland,0,0,0,0,0,0,421,0,0,781,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Shrubland,0,0,0,0,0,0,10,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Grassland,0,0,0,0,0,0,59,0,0,142,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Cropland,0,0,0,0,0,0,274,0,0,311,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Bareland,0,0,0,0,0,0,15,0,0,35,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,Built-up,0,0,0,0,0,0,61,0,0,37,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Grassland,154,0,392,95,51,70,15,449,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Wetland,178,1,133,0,72,6,25,396,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Built-up,53,3,254,27,19,0,23,215,0,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Water,378,23,577,594,397,107,0,679,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Forest,0,57,796,412,241,167,122,989,0,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Cropland,298,17,0,166,127,288,61,830,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Bareland,13,6,131,12,0,119,23,149,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Shrubland,4,0,4,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,1,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Grassland,116,0,656,40,0,89,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Wetland,253,0,1225,0,1,61,245,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Bareland,4,0,280,5,0,134,7,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Forest,0,0,1369,64,0,359,468,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Shrubland,9,0,70,0,0,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Built-up,3,0,167,0,6,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Water,209,0,1397,117,4,194,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Cropland,91,0,0,4,0,229,29,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,Permanent_ice_and_snow,0,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Wetland,711,426,153,0,72,0,297,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Forest,0,204,115,42,11,0,173,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Cropland,451,318,0,54,171,0,178,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Water,698,155,87,198,54,0,0,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Shrubland,49,6,5,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Built-up,142,33,158,3,128,0,61,0,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Bareland,30,1,24,11,0,0,6,0,0,0,0,4
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,Grassland,97,0,56,1,31,0,19,0,0,0,0,0
