Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Shrubland,Cropland,Non_Water,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Grassland,0,0,0,0,5,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTC_M_R,Bareland,0,0,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Grassland,0,2,0,6,2,4,0,0,6,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Wetland,0,0,1,3,11,6,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Water,0,3,1,10,0,12,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Forest,0,4,0,15,29,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Cropland,0,0,0,2,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTC_M_R,Bareland,0,1,0,2,3,1,0,0,3,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Wetland,6,0,11,0,18,12,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Water,2,12,9,0,0,30,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Forest,4,3,6,0,12,0,0,0,5,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Grassland,0,1,3,0,1,4,0,0,2,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTC_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
