Dataset,MajorityClass,Forest,Water,Grassland,Wetland,Built-up,Bareland,Non_Wetland,Shrubland,Cropland,Lichens_and_Mosses,Non_Water
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,Water,0,0,0,121,0,0,272,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,Bareland,0,0,0,0,0,0,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Grassland,2,1,0,14,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Non_Wetland,1,0,1,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Shrubland,2,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Cropland,1,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Wetland,2,43,6,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Built-up,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Forest,0,188,35,388,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Water,66,0,1,317,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,Bareland,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Non_Wetland,0,0,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Grassland,0,0,0,12,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Forest,0,113,130,202,0,92,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Shrubland,0,0,0,1,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Cropland,0,0,0,1,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Wetland,3,44,22,0,0,8,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,Water,34,0,53,197,0,94,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,Grassland,6,1,0,3,1,5,0,6,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,Wetland,6,6,8,0,0,14,0,3,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,Water,83,0,83,121,40,110,0,60,2,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,Cropland,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,Forest,0,43,96,76,45,102,0,87,15,6,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,Water,0,0,0,0,0,0,0,0,0,0,133
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,Wetland,0,63,0,0,0,0,0,0,0,0,46
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,1
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,Forest,0,162,0,0,0,0,0,0,0,0,86
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,Wetland,158,36,7,0,0,3,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,Water,353,0,2,17,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,Forest,0,3,6,1,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,Grassland,14,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,Bareland,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,Grassland,3,4,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,Water,52,0,0,27,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,Wetland,44,71,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,Forest,0,232,0,22,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,Bareland,0,1,0,0,0,0,0,0,0,0,0
