Dataset,MajorityClass,Forest,Wetland,Built-up,Cropland,Bareland,Water,Grassland,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Built-up,45,51,0,0,95,56,116,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Water,242,585,37,0,295,0,329,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Forest,0,730,123,0,396,320,667,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Non_Water,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Shrubland,4,7,2,0,5,3,10,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Grassland,0,132,0,0,0,19,0,763,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Wetland,0,0,0,0,0,62,0,860,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Bareland,0,303,0,0,0,50,0,369,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Shrubland,0,0,0,0,0,0,0,22,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Forest,0,475,0,0,0,107,0,1267,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Water,0,645,0,0,0,0,0,635,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Built-up,0,63,0,0,0,6,0,123,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,Cropland,0,16,0,0,0,0,0,58,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Wetland,240,0,24,157,779,447,568,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Non_Wetland,0,8,0,2,3,1,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Bareland,8,35,13,8,0,105,92,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Forest,0,533,143,70,762,176,673,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Grassland,102,297,110,76,444,63,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Non_Water,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Water,212,445,34,30,705,0,189,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Shrubland,1,9,2,6,14,0,4,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Built-up,12,47,0,2,214,13,68,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Cropland,15,29,10,0,64,5,34,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,Permanent_ice_and_snow,0,0,0,0,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Bareland,0,0,0,0,0,247,0,0,0,184,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Grassland,0,0,0,0,0,95,0,0,0,47,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Wetland,0,0,0,0,0,595,0,0,0,474,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Shrubland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Built-up,0,0,0,0,0,37,0,0,0,10,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Water,0,0,0,0,0,0,0,0,0,423,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Forest,0,0,0,0,0,279,0,0,0,108,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,Cropland,0,0,0,0,0,0,0,0,0,1,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Grassland,222,139,104,5,124,19,0,0,283,0,9,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Wetland,195,0,42,0,154,82,150,0,166,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Bareland,112,396,190,0,0,90,232,0,214,0,2,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Forest,0,550,170,0,276,143,567,0,327,0,24,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Built-up,47,65,0,0,35,6,133,0,83,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Water,246,815,104,0,249,0,257,0,183,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Cropland,39,16,14,0,7,0,54,0,36,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Grassland,215,88,260,368,11,145,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Wetland,562,0,258,263,60,615,0,0,0,0,0,1
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Forest,0,158,329,254,13,350,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Bareland,114,42,173,64,0,375,0,0,0,0,0,3
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Built-up,13,0,0,23,6,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Water,168,150,88,20,132,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,Cropland,1,1,1,0,0,3,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Forest,0,28,0,162,68,171,106,0,0,0,0,42
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Wetland,1027,0,0,125,223,605,264,0,0,0,0,32
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Bareland,133,50,0,38,0,138,12,0,0,0,0,9
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Water,510,141,0,13,192,0,27,0,0,0,0,14
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Cropland,7,3,0,0,2,7,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Built-up,150,5,0,50,18,25,11,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,Grassland,424,91,0,139,93,198,0,0,0,0,0,38
