Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Water,Wetland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Cropland,437,0,374,92,51,35,105,278,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,Built-up,137,13,161,10,0,1,36,78,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Grassland,0,0,0,0,0,36,0,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Shrubland,0,0,0,0,0,33,0,0,0,24,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Bareland,0,0,0,0,0,25,0,0,0,17,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Water,0,0,0,0,0,0,0,0,0,325,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Wetland,0,0,0,0,0,16,0,0,0,15,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Cropland,0,0,0,0,0,17,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Built-up,0,0,0,0,0,0,0,0,0,2,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,Forest,0,0,0,0,0,243,0,0,0,233,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Grassland,0,398,9,195,101,7,0,406,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Wetland,0,18,10,31,2,1,0,67,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Forest,5,851,59,0,227,96,96,834,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Bareland,0,209,0,41,116,1,2,130,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Cropland,0,0,4,204,146,2,1,372,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Water,3,374,59,259,73,0,176,402,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Built-up,0,169,1,30,0,5,0,101,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,Shrubland,0,34,1,17,14,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Grassland,0,386,5,187,93,44,4,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Forest,0,494,0,0,258,430,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Shrubland,0,142,0,87,61,49,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Wetland,0,36,0,29,5,21,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Bareland,0,133,0,29,78,45,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Built-up,0,38,7,9,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Water,0,81,0,110,15,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,Cropland,0,0,11,165,95,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Forest,119,155,59,0,0,62,2,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Shrubland,66,78,40,207,0,37,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Cropland,128,0,132,197,0,15,3,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Wetland,24,2,0,72,0,9,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Bareland,3,33,0,73,0,6,0,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Built-up,7,84,44,136,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Water,4,11,16,541,0,0,4,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,Grassland,0,79,77,133,0,23,0,0,0,0,0,1
