Dataset,MajorityClass,Forest,Cropland,Built-up,Bareland,Water,Wetland,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,Water,0,0,0,0,0,229,0,0,171,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,Forest,0,0,0,0,59,152,0,0,277,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,Bareland,0,0,0,0,1,19,0,0,34,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Non_Wetland,0,0,0,0,0,2,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Forest,0,10,0,119,179,22,466,1,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Grassland,7,7,0,101,47,25,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Shrubland,0,5,0,2,1,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Cropland,0,0,0,53,8,2,81,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Bareland,0,1,0,0,20,0,25,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Wetland,2,1,0,8,86,0,128,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Built-up,0,1,0,13,1,0,18,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,Water,34,0,0,48,0,1,325,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,Grassland,0,0,0,0,23,0,0,0,0,55,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,Water,0,0,0,0,0,0,0,0,0,187,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,Wetland,0,0,0,0,53,0,0,0,0,56,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,Bareland,0,0,0,0,34,0,0,0,0,6,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,Forest,0,0,0,0,93,0,0,0,0,146,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Grassland,78,142,54,20,18,35,0,127,0,0,8,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Forest,0,101,53,68,59,152,111,141,0,0,4,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Wetland,2,1,0,1,2,0,2,4,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Bareland,6,28,34,0,1,19,36,21,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Water,89,63,49,68,0,229,103,130,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Cropland,7,0,10,0,0,1,15,11,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Grassland,85,205,31,7,102,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Forest,0,55,3,2,260,18,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Bareland,4,25,7,0,17,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Wetland,52,4,0,23,71,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Built-up,0,7,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Water,61,16,0,28,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,Cropland,3,0,2,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Bareland,1,2,0,0,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Water,345,13,0,97,0,45,3,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Forest,0,18,0,18,14,5,8,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Grassland,170,66,0,62,68,10,0,0,0,0,0,6
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Wetland,112,6,0,23,18,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Built-up,3,3,0,1,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Cropland,8,0,0,13,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,Shrubland,1,0,0,0,0,0,0,0,0,0,0,1
