Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGB_M_R
1983,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1984,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1985,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1986,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1987,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1988,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1989,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1990,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1991,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1992,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1993,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1994,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1995,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1996,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
1997,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1998,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1999,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2000,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2001,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2002,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2003,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2004,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2005,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2006,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
2007,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2008,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2009,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2010,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2011,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2012,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2013,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2014,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2015,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2016,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2017,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2018,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2019,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2020,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2021,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2022,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2023,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2024,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2025,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
2026,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2027,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
2028,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2029,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2030,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2031,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
2032,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2033,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
2034,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
2035,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2036,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2037,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2038,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2039,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2040,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2041,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
2042,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2043,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
2044,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2045,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
2046,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
2047,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2048,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
2049,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2050,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2051,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2052,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2053,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
2054,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2055,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2056,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2057,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2058,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2059,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
2060,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2061,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2062,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2063,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
2064,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
2065,NULL,Built-up,NULL,Water,Non_Wetland,Forest,NULL,Forest
2066,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2067,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2068,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2069,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2070,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2071,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2072,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2073,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2074,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2075,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2076,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2077,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2078,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2079,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2080,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2081,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2082,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2083,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2084,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2085,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2086,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2087,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2088,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2089,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2090,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2091,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2092,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
2093,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
2094,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2095,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2096,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2097,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2098,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
2099,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2100,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2111,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
2124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
2171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
2183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
2185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
2187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
2191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
2195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2197,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2198,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2199,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2200,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2201,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2202,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2203,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2204,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2205,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
2206,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
2207,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2208,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2209,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
2210,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
2211,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2212,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
2213,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
2214,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Bareland
2215,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2216,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2217,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2218,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2219,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2220,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2221,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2222,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2223,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2224,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2225,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2226,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2227,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2228,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2229,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2230,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2231,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2232,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2233,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
2234,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2235,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2236,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2237,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2238,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2239,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2240,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2241,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2242,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
2247,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2248,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2249,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2250,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2251,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2252,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
2253,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2254,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2255,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2258,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2259,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2260,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2261,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2262,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2263,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2264,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2265,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2266,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2267,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2269,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2270,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2271,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2272,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2273,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2274,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2275,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2276,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2277,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2278,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2279,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2280,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2281,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2282,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2283,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2284,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2285,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2286,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2287,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2288,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2289,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2290,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2291,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
2292,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2293,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2294,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2295,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2296,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2297,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2298,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2299,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2300,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
