Dataset,MajorityClass,Grassland,Forest,Cropland,Wetland,Water,Bareland,Built-up,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Wetland,0,0,0,0,20,0,0,0,703,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Forest,0,0,0,74,68,0,0,0,1639,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Water,0,0,0,169,0,0,0,0,884,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Shrubland,0,0,0,0,0,0,0,0,106,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Bareland,0,0,0,2,7,0,0,0,39,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Cropland,0,0,0,3,12,0,0,0,606,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,Built-up,0,0,0,0,0,0,0,0,83,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Grassland,0,0,0,0,48,0,0,0,0,71,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Shrubland,0,0,0,0,2,0,0,0,0,12,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Water,0,0,0,0,0,0,0,0,0,448,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Cropland,0,0,0,0,27,0,0,0,0,29,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Bareland,0,0,0,0,8,0,0,0,0,19,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Wetland,0,0,0,0,108,0,0,0,0,119,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Built-up,0,0,0,0,5,0,0,0,0,3,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,Forest,0,0,0,0,179,0,0,0,0,152,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Grassland,0,301,463,8,21,13,150,524,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Wetland,8,236,111,0,20,19,13,182,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Bareland,1,15,170,2,7,0,137,79,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Forest,230,0,872,74,68,52,264,825,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Water,27,474,503,169,0,94,74,377,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Built-up,3,26,167,0,0,1,0,84,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Shrubland,4,4,10,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,Cropland,58,227,0,3,12,10,192,402,0,0,1,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Grassland,0,193,649,13,78,7,121,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Forest,0,0,843,68,429,1,367,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Shrubland,0,31,79,1,3,0,26,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Wetland,0,62,186,0,115,0,11,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Water,0,96,308,102,0,3,19,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Bareland,0,11,107,0,20,0,99,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Built-up,0,5,44,0,3,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,Cropland,0,132,0,2,14,2,140,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Forest,118,0,190,11,75,37,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Shrubland,28,83,32,1,5,5,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Wetland,75,296,16,0,145,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Cropland,136,278,0,2,54,48,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Bareland,8,79,22,4,23,0,0,0,0,0,0,8
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Water,46,480,22,100,0,2,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Built-up,5,107,75,1,9,23,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,Grassland,0,247,133,25,67,38,0,0,0,0,0,6
