Dataset,MajorityClass,Forest,Grassland,Wetland,Bareland,Shrubland,Built-up,Water,Cropland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Forest,0,182,199,153,151,44,82,107,0,0,7,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Wetland,177,100,0,98,80,4,85,34,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Water,159,61,316,82,63,8,0,11,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Bareland,13,24,8,0,21,7,2,12,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Cropland,23,24,0,7,17,7,0,0,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Built-up,13,30,0,0,6,0,0,25,0,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKM_M_R,Permanent_ice_and_snow,9,8,0,5,8,0,0,2,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Grassland,84,0,86,0,0,85,19,132,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Forest,0,0,218,0,0,87,165,54,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Wetland,203,0,0,8,0,12,183,13,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Water,86,0,324,24,0,6,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Cropland,3,0,2,0,0,4,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Bareland,9,0,4,0,0,0,5,14,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKM_M_R,Permanent_ice_and_snow,3,0,3,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Forest,0,65,19,23,0,0,18,36,0,0,0,10
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Wetland,654,252,0,57,0,0,249,40,0,0,0,41
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Water,366,119,64,47,0,0,0,19,0,0,0,17
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Cropland,9,4,0,7,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Grassland,148,0,9,26,0,0,5,62,0,0,0,13
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Built-up,14,0,0,0,0,0,0,4,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Shrubland,3,0,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKM_M_R,Bareland,1,0,0,0,0,0,0,0,0,0,0,0
