Dataset,MajorityClass,Cropland,Bareland,Built-up,Forest,Water,Wetland,Grassland,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,Permanent_ice_and_snow,0,1,3,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Grassland,0,0,0,0,27,58,0,372,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Cropland,0,0,0,0,19,39,0,346,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Wetland,0,0,0,0,8,0,0,520,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Forest,0,0,0,0,145,304,0,1380,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Shrubland,0,0,0,0,0,0,0,17,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Water,0,0,0,0,0,503,0,631,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Built-up,0,0,0,0,57,96,0,272,0,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,Bareland,0,0,0,0,64,93,0,74,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Built-up,176,432,0,100,138,158,170,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Forest,465,503,331,0,583,655,381,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Grassland,251,120,107,131,53,137,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Non_Wetland,1,1,0,0,0,8,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Non_Water,1,1,0,0,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Water,304,532,303,263,0,346,211,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Shrubland,15,14,8,8,6,9,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Cropland,0,201,215,164,27,93,325,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Bareland,92,0,82,70,53,26,73,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Wetland,248,71,16,64,132,0,22,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,Permanent_ice_and_snow,0,1,0,2,0,0,2,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Grassland,0,0,0,0,131,0,0,0,164,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Bareland,0,0,0,0,238,0,0,0,138,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Shrubland,0,0,0,0,5,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Water,0,0,0,0,0,0,0,0,1310,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Cropland,0,0,0,0,79,0,0,0,87,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Built-up,0,0,0,0,172,0,0,0,167,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Wetland,0,0,0,0,119,0,0,0,174,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,Forest,0,0,0,0,435,0,0,0,433,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Grassland,601,115,213,324,27,58,0,0,0,555,25,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Bareland,576,0,516,174,64,93,1,0,0,296,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Built-up,518,132,0,248,57,96,19,0,0,405,37,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Water,973,530,421,623,0,503,56,0,0,724,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Forest,944,336,385,0,145,304,137,0,0,905,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Cropland,0,56,239,243,19,39,19,0,0,393,19,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Wetland,127,32,28,129,8,0,0,0,0,103,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,Permanent_ice_and_snow,13,0,2,3,0,0,0,0,0,5,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Grassland,474,12,397,192,196,131,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Bareland,204,0,413,115,136,17,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Built-up,171,53,0,74,98,20,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Forest,604,22,1033,0,683,322,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Wetland,101,4,119,45,161,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Water,476,112,992,216,0,305,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Cropland,0,20,365,119,76,54,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,Permanent_ice_and_snow,3,0,16,1,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Bareland,43,0,0,162,130,23,25,0,0,0,0,7
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Built-up,268,231,0,557,292,30,254,0,0,0,0,68
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Forest,152,131,0,0,170,51,215,0,0,0,0,12
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Cropland,0,172,0,330,128,58,248,0,0,0,0,33
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Wetland,22,18,0,377,143,0,82,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Water,38,100,0,948,0,156,128,0,0,0,0,47
AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,Grassland,93,57,0,238,103,24,0,0,0,0,0,19
