Dataset,MajorityClass,Forest,Built-up,Wetland,Bareland,Cropland,Water,Grassland,Shrubland,Non_Wetland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Wetland,0,0,0,0,0,0,0,0,51,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Forest,0,0,214,0,0,54,0,0,474,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Shrubland,0,0,0,0,0,0,0,0,14,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Cropland,0,0,0,0,0,0,0,0,12,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Bareland,0,0,29,0,0,4,0,0,37,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Water,0,0,241,0,0,0,0,0,217,0,0,0
AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,Built-up,0,0,4,0,0,0,0,0,9,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Non_Wetland,0,0,3,3,0,0,1,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Forest,0,28,154,539,0,194,445,8,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Grassland,28,25,69,211,0,41,0,5,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Bareland,1,0,7,0,0,6,26,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Water,46,0,84,309,0,0,95,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Shrubland,0,3,7,9,1,2,9,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Cropland,0,3,7,76,0,3,57,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Wetland,10,0,0,145,0,66,64,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,Built-up,0,0,7,86,3,4,50,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Grassland,0,0,0,0,0,51,0,0,0,9,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Water,0,0,0,0,0,0,0,0,0,120,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Bareland,0,0,0,0,0,39,0,0,0,26,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Wetland,0,0,0,0,0,21,0,0,0,45,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Forest,0,0,0,0,0,153,0,0,0,65,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Grassland,99,64,49,59,68,6,0,199,0,0,23,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Forest,0,84,214,170,75,54,160,290,0,0,13,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Wetland,3,1,0,6,0,0,2,18,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Bareland,49,71,29,0,60,4,34,96,0,0,6,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Built-up,19,0,4,6,15,0,24,63,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Water,99,42,241,119,6,0,43,146,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,Cropland,11,13,0,1,0,0,7,41,0,0,2,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Grassland,69,65,75,0,187,56,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Forest,0,114,80,2,116,285,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Bareland,58,45,5,0,44,102,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Built-up,1,0,0,0,19,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Water,30,8,79,3,21,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Wetland,27,4,0,0,25,65,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,Cropland,3,6,0,0,0,1,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Forest,0,0,6,16,43,78,44,0,0,0,0,5
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Bareland,91,0,13,0,17,63,2,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Wetland,149,0,0,1,8,108,27,0,0,0,0,3
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Water,247,0,20,12,0,0,5,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Grassland,168,0,12,50,88,88,0,0,0,0,0,2
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Built-up,54,0,0,10,32,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,Cropland,3,0,0,4,0,2,0,0,0,0,0,0
