Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Wetland,Built-up,Water,Non_Wetland,Shrubland,Non_Water,Lichens_and_Mosses,Permanent_ice_and_snow
AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LML_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,1,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Grassland,0,118,77,17,9,7,0,0,219,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Non_Wetland,0,0,1,0,3,0,0,0,3,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Bareland,29,82,0,0,2,5,0,0,54,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Forest,165,150,255,0,69,15,3,0,606,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Water,4,6,43,97,49,4,0,0,233,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Shrubland,47,33,63,7,11,13,2,0,0,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Built-up,42,42,89,2,0,0,4,0,122,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Cropland,173,0,239,16,1,27,4,0,295,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Wetland,3,4,2,3,0,0,1,0,51,0,0,0
AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LML_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Shrubland,0,0,0,0,0,0,30,0,0,8,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Grassland,0,0,0,0,0,0,10,0,0,1,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Wetland,0,0,0,0,0,0,11,0,0,13,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Water,0,0,0,0,0,0,0,0,0,90,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Forest,0,0,0,0,0,0,141,0,0,42,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Bareland,0,0,0,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LML_M_R,Cropland,0,0,0,0,0,0,7,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Grassland,0,122,2,159,17,28,1,0,214,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Bareland,18,93,0,68,1,60,20,0,180,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Forest,159,145,19,0,75,28,65,0,333,0,3,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Cropland,124,0,14,216,0,96,14,0,355,0,1,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Wetland,0,0,0,5,0,0,0,0,8,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Built-up,22,69,2,30,5,0,10,0,99,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Water,7,4,33,75,101,1,0,0,90,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Shrubland,27,23,6,33,0,15,0,0,0,0,0,0
AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LML_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Grassland,0,299,0,100,0,90,13,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Shrubland,0,128,0,78,0,114,44,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Bareland,0,176,0,18,0,152,1,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Forest,0,252,0,0,0,100,104,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Built-up,0,14,0,2,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Water,0,5,0,6,0,22,0,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Cropland,0,0,1,84,0,124,5,0,0,0,0,0
AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LML_M_R,Wetland,0,1,0,2,0,3,11,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Shrubland,76,104,75,150,0,0,13,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Forest,90,81,30,0,0,0,16,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Cropland,111,0,147,105,0,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Wetland,15,0,1,23,0,0,9,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Water,13,5,3,112,2,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Bareland,3,40,0,22,0,0,4,0,0,0,0,1
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Grassland,0,73,46,98,1,0,0,0,0,0,0,0
AMAZON_EXTENSION_2024_DynamicWorld_2024_23LML_M_R,Built-up,0,37,33,51,0,0,2,0,0,0,0,0
